c_01	c_1	c_2	n_1	n_2	c_3	c_4	c_5	n_3	c_6	t_1	n_4	n_5	n_6	n_7	n_8	n_9	n_10	n_11	n_12	n_13	n_14	n_15	n_16	n_17	n_18	n_19	n_20	n_21	n_22	c_7	n_23	n_24	n_25	n_26	n_27
15618483348950200456	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
7598589050581965671	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
13884593474981695865	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
5624027426110697212	14771401151246747869	13882554632700455398	176.885	59.5904	17206023593600067121	14998075359554163523	8494060603423735195	1	6843963171864976598	1465720366260	1	44.5	16	35.5	1	445	1	59.5	53.5	1	1	3547	1618	10595.5	8764	24521.5	505	1	1	6843963171864976598	1	1	1	20.5	1
5817243902673716788	34453685010072459	17089004857331286805	155.942	40.6316	11859494731886788933	12289579605623167507	8494060603423735195	1	14771401151246747869	1481937550414	1	86.5	281.5	295	8.5	149.5	17.5	8612.5	335.5	1	1	1	1714	14396.5	6101.5	22210	190	1	1	6843963171864976598	1	1	1	122.5	2.5
8256922854226091154	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
10446235892636117194	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
2937637688967038635	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
14682150162880792214	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
3129224677845331550	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16993905737956461000	14771401151246747869	7029048134113303778	189.013	66.7207	2484761860878820743	17958947293122664929	8494060603423735195	163	6843963171864976598	1468667748433	1	1	8.5	20.5	1	829	1	74.5	334	1	1	641.5	19973.5	36629.5	55649.5	112891	3580	1	1	6843963171864976598	1	1	1	65.5	1
8504277718004779376	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
4554528308560662389	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
1554198468957357000	34453685010072459	13901004155893269414	186.206	63.8941	17285744326937793943	13871198517152104089	16244310678531341320	25	6843963171864976598	1481892523393	1	1	19	8.5	10	8.5	4	1	1	1	1	1	2846.5	2119	2387.5	7351	487	1	1	6843963171864976598	1	1	1	1	2.5
8388146172373132714	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
14282352642099349209	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
7564043659522199866	14771401151246747869	15548546245456347015	179.697	51.2996	17621835085789482009	NaN	3027499780234405913	1	6843963171864976598	1489760762270	1	108964	13	28	1	190206	1	7	49	1	1	1	2354.5	3361	12940	18653.5	277	1	1	6843963171864976598	1	1	61	892	1
8179348283979374189	14771401151246747869	7265916326799606203	1	1	308610568465834327	NaN	1412936905537370215	41.5	14771401151246747869	1472446794207	1	1	7	82	1	8.5	1	80.5	1	1	1	1	263.5	496	1345	2102.5	233.5	1	1	6843963171864976598	1	1	1	1	1
2142722819454585342	14771401151246747869	15581449471719456830	188.556	63.6004	18175601571669815317	17694383267349842739	8146055994240252581	35.5	15026583530804077823	1488985974426	1	1	13	13	1	8.5	58	314.5	1	1	1	10	251.5	17.5	724	1000	100	1	1	6843963171864976598	1	1	1	1	1
12468169757132079742	14771401151246747869	594216088382371529	167.463	53.5767	1023208684086459107	NaN	5083169309446148209	1	14771401151246747869	1484454421309	1	1	10	97	1	698.5	1	1	26.5	1	1	10661.5	71.5	4672	10174	25576	829	1	1	6843963171864976598	1	1	1	67	1
7227654797583119418	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
11743288155564451352	14771401151246747869	3875281194045982152	181.232	46.389	7821691606952319426	NaN	5656685945142785391	1	6843963171864976598	1483631905263	1	1	2.5	7	1	8.5	1	2.5	1	1	1	1	1	1	121	121	14.5	1	1	6843963171864976598	1	1	1	1	1
15880022421698353714	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
11695215262422905158	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
4949729415441291276	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8813993519359240581	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
14954055740501124346	14771401151246747869	4847428649827872616	156.844	55.1044	16119886518435264805	NaN	9203211364990347262	1	14771401151246747869	1466311992233	1	1	4	85	40	310	1	17.5	166	1	1	131.5	12949	34421.5	46934.5	94433.5	1990	1	1	6843963171864976598	1	1	1	86.5	2.5
8276104971157886369	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16378878239900408854	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
11707731484710519461	14771401151246747869	11050615065465248202	170.589	56.0883	5220977896050841544	18340176929397289181	3027499780234405913	1	15744588034618892817	1464841486363	1	226	355	38.5	10	102326	1	34	1541.5	1	1	10348	10838.5	11621.5	36053.5	68858.5	728.5	1	1	6843963171864976598	1	1	1	68.5	32.5
4099684198374130188	14771401151246747869	12231741178454244945	182.146	48.0441	12855404259964902474	NaN	9728979009671476297	1	6843963171864976598	1480480524385	1	343	16	163	1	481	1	2.5	427	1	1	13880.5	27082	28024	176626	245610	5387.5	1	1	6843963171864976598	1	1	1	224.5	1
2923581822505172608	14771401151246747869	7265916326799606203	179.201	62.5466	5288095823640398565	8597423942596510645	8080533469335952745	37	6843963171864976598	1425726463486	1	86.5	427	26.5	815.5	2986	4	2.5	271	1	1	2161	4502.5	47948.5	54878.5	109488	2330.5	1	1	6843963171864976598	1	1	1	2.5	20.5
9987658475976259444	34453685010072459	1302322789487834240	162.276	40.3886	1044241618788279666	16325114619400568309	17130873456726055031	37	34453685010072459	1469333914430	1	1	1507	22	91	36632.5	1	5.5	1	1	1	9493	2560	2195.5	1961.5	16207	437.5	1	1	6843963171864976598	1	1	1	1	151
13315848000294123012	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
9571170734343672054	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
9222497608613711828	34453685010072459	7029048134113303778	188.712	65.3572	12356247514171424504	4212052716017025058	8494060603423735195	34	6843963171864976598	1483583830102	1	64	224.5	61	10	1	1	1	4	1	1	1	1	1	2.5	2.5	4	1	1	6843963171864976598	1	1	1	1	97
3748216030007585088	34453685010072459	1541693693450053211	172.247	61.1718	4424275665491394003	NaN	8080533469335952745	1	6843963171864976598	1478967287192	1	1	1	1	1	1	1	1	1	1	1	1	1	188.5	1	188.5	5.5	1	1	6843963171864976598	1	1	1	1	1
3401114284323856028	14771401151246747869	7265916326799606203	-144.063	50.5661	13097017679516808866	NaN	17185210377291371634	1	14771401151246747869	1480155977385	1	130	394	19	1138	2024.5	8.5	272.5	733	1	1	70423	56942.5	80669.5	26594.5	234626	2711.5	1	1	6843963171864976598	1	1	1	163	74.5
717003493035421242	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
12366503784062272784	14771401151246747869	5081243325421637396	178.455	61.251	8113805122204826235	NaN	8086281313187210215	1	14771401151246747869	1464511943427	1	1	43	1	1	1	8.5	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
12430165112427807760	34453685010072459	3659863142344469883	182.351	43.0988	8018548380316780019	8561984154757826993	5656685945142785391	5.5	6843963171864976598	1468072375275	1	25	2476	49	3907	175	1	5.5	1	1	1	388	1157.5	335.5	898	2776	197.5	1	1	6843963171864976598	1	1	1	1	151
8955174695102558822	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
945794032930296425	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
13656914025711181641	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
3560963317225527662	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
9365880522975287683	14771401151246747869	12526130277778747046	172.059	34.9788	15327303923343906653	NaN	7941305549320701127	38.5	6843963171864976598	1426621004244	1	1	2.5	43	1	1	1	1	1	1	1	176.5	1	683.5	1	859	20.5	1	1	6843963171864976598	1	1	1	1	1
11560060935573514597	14771401151246747869	10467070217667796302	183.595	45.7169	8468386338883583967	NaN	8494060603423735195	1	6843963171864976598	1479648412446	1	1	1	2.5	1	1	1	1	1	1	1	1	1	1	349	349	5.5	1	1	6843963171864976598	1	1	1	1	1
13134448010375055287	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
17688361631224130953	14771401151246747869	16020623782118324895	173.236	58.253	1903660851557760738	5551352028430271256	17380934457458174105	28	34453685010072459	1472234757376	1	7	362.5	242.5	76	635.5	1	1	2.5	1	1	62.5	1127.5	1616.5	1102	3905.5	176.5	1	1	6843963171864976598	1	1	1	1	40
1987117955408085475	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
7745461694756057297	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
5654433723958901102	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
11481251528715638939	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
12251581825352327167	14771401151246747869	1929568086395144184	156.915	47.0703	13301720600350218719	5473114144172534853	17380934457458174105	1	14771401151246747869	1463297392215	1	112	44.5	52	1	2243.5	1	4	49	1	1	11.5	9106	16756	6850	32720.5	1169.5	1	1	6843963171864976598	1	1	1	5.5	1
1093384861484896795	14771401151246747869	645805385508973343	164.051	52.5019	2671654609611462669	2035873477144289784	1962071125954095322	37	6843963171864976598	1470222733236	1	1	35.5	53.5	1	6205	1	1	278.5	1	1	23521	42923.5	29423.5	49373.5	145238	1607.5	1	1	6843963171864976598	1	1	1	319	1
12437122579310982518	14771401151246747869	8286680241381910257	164.454	52.4138	4994850094228056084	NaN	5083169309446148209	1	6843963171864976598	1488640007388	1	1	1	2.5	1	8.5	1	1	1	1	1	1	1	1	454	454	28	1	1	6843963171864976598	1	1	1	1	1
1063691553219526249	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
4043971873666629442	14771401151246747869	1359662190990386857	182.038	47.1953	1499740313067042920	14808939702743103928	16244310678531341320	31	17280693952210522585	1470025936304	1	313	71.5	79	1	1748.5	1	1	1	1	1	29.5	779.5	746.5	6337	7889.5	647.5	1	1	6843963171864976598	1	1	1	1	8.5
16680072835649262307	14771401151246747869	7265916326799606203	-2.35745	81.2188	2406355843075334238	4947549168970771844	5656685945142785391	40	6843963171864976598	1468077148351	1	290.5	89.5	115	1	2308	1	1	1	1	1	10	1	1	97	106	19	1	1	6843963171864976598	1	1	1	1	1
12650854186584655564	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
14990144947286317452	14771401151246747869	13553947537316925002	171.347	34.4127	12844290417760759985	NaN	9203211364990347262	1	6843963171864976598	1486872751205	1	1	1	1	1	1	1	1	1	1	1	122.5	1	187	17.5	325	37	1	1	6843963171864976598	1	1	1	1	1
10251817336089543640	34453685010072459	7265916326799606203	180.827	48.5755	736655387931501070	NaN	5656685945142785391	1	6843963171864976598	1467212316234	1	1	125.5	5.5	212.5	8.5	1	1	1	1	1	1	1	1	4	4	2.5	1	1	6843963171864976598	1	1	1	1	14.5
14378270890572857513	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
3109426781321512623	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8512521335817195538	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
10657733129162841026	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
2357002575634626740	14771401151246747869	4327320840796792320	173.504	47.7044	13426687218492603853	NaN	5656685945142785391	1	6843963171864976598	1486091310392	1	46	16	32.5	1	278.5	1	10	136	1	1	661	72535	34429	59360.5	166982	1397.5	1	1	6843963171864976598	1	1	1	11.5	1
10314288183927161624	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
13882701138881183635	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8570524274993804916	14771401151246747869	1702696310057207949	177.89	47.9424	6764958809575582458	NaN	9728979009671476297	1	14771401151246747869	1478979823213	1	131.5	64	128.5	175	1153	1	41.5	3350.5	1	1	54151	1460.5	3583	55280.5	114472	2147.5	1	1	6843963171864976598	1	1	1	217	5.5
6404668277919723405	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
13603292900685639873	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
10264211672378988936	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
2097566024705300788	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8343574707157396595	34453685010072459	7265916326799606203	175.325	61.3357	6220772307398391706	NaN	5656685945142785391	1	6843963171864976598	1459665625395	1	44.5	5.5	10	1	68.5	1	1	1	1	1	143.5	31	1	245.5	418	37	1	1	6843963171864976598	1	1	1	1	1
10412577649907146691	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
664065355678606950	34453685010072459	16805245747836492268	173.387	41.527	11169528650618133205	12729000056924330490	5083169309446148209	40	6843963171864976598	1483876210103	1	1	17.5	13	16	1	7	127	34	1	1	1	1	730	1	730	23.5	1	1	6843963171864976598	1	1	1	1	5.5
3515392735573980267	34453685010072459	11062887832843833345	190.76	69.8082	15216595036825075434	NaN	17380934457458174105	1	6843963171864976598	1489319578335	1	1	20.5	4	38.5	25	1	1	1	1	1	1	1	1	352	352	8.5	1	1	6843963171864976598	1	1	1	7	10
1230213225097520396	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16492111071775168235	14771401151246747869	10042331214081538537	177.058	59.472	17206023593600067121	13871198517152104089	5656685945142785391	40	34453685010072459	1462112750298	1	1	82	178	31	67673.5	1	1	170.5	1	1	11482	109	884.5	12917.5	25390	292	1	1	6843963171864976598	1	1	1	173.5	5.5
1123563766611731978	14771401151246747869	4327320840796792320	169.351	46.4805	1640512849036028345	NaN	16256945696872958129	1	6843963171864976598	1467399587452	1	1	52	35.5	5.5	8.5	2.5	14.5	7	1	1	1	1	1	1	1	14.5	1	1	6843963171864976598	1	1	1	1	4
1780434172683290752	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
6397877628278127491	14771401151246747869	10211136965740185639	177.914	57.0592	14605789401064378750	6508918921799066226	16244310678531341320	34	6843963171864976598	1459354485443	1	19	115	161.5	82	54950.5	40	715	190	1	1	10369	2458	8288.5	791.5	21904	608.5	1	1	6843963171864976598	1	1	5.5	484	2.5
1491948328714115634	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
12276379037029786086	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
17654016765712865199	14771401151246747869	5510092180767269547	177.97	43.6684	14769791588147397136	2037390466755551494	16244310678531341320	1	6843963171864976598	1463408452412	1	1	4	34	1	451	1	1	1	1	1	1	1	1	1	1	4	1	1	6843963171864976598	1	1	1	1	1
17521328782262189201	14771401151246747869	16805245747836492268	157.18	47.0502	13301720600350218719	NaN	9203211364990347262	1	14771401151246747869	1463816772449	1	1	11.5	79	1	1	1	1	1	1	1	1	295	1	1	295	43	1	1	6843963171864976598	1	1	1	1	1
12629634481369882117	14771401151246747869	8410501586956965497	161.528	60.0817	5696894177963687434	NaN	16256945696872958129	1	6843963171864976598	1484579208394	1	7	1	8.5	1	253	1	1	1	1	1	1	1	395.5	1888	2282.5	94	1	1	6843963171864976598	1	1	1	1	1
9905232693982111205	14771401151246747869	13698784868731380521	179.692	56.0776	18124316522908287676	4419326220132520574	8494060603423735195	37	6843963171864976598	1474430360333	1	1	52	47.5	1	208314	1	94	925	1	1	55304.5	6025	13865.5	70789	145981	497.5	1	1	6843963171864976598	1	1	14.5	5141.5	1
6632377905750489910	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
3577361394687218855	34453685010072459	15694656548661744051	172.515	35.0521	15327303923343906653	NaN	5656685945142785391	1	6843963171864976598	1465386494323	1	439	19	29.5	1	7445.5	1	2.5	1	1	1	1	1	1	211	211	10	1	1	6843963171864976598	1	1	1	1	1
12667355713009084225	14771401151246747869	4529547976891745581	175.69	60.8783	6220772307398391706	NaN	5656685945142785391	1	14771401151246747869	1480699559290	1	1	43	74.5	1	1	4	2276.5	1	1	1	3203.5	352	37	809.5	4399	332.5	1	1	6843963171864976598	1	1	1	1	1
10266350626751738272	14771401151246747869	4327320840796792320	157.06	47.0347	13301720600350218719	NaN	5656685945142785391	1	6843963171864976598	1488332489329	1	16	28	23.5	7	69752.5	1	179.5	3055	1	1	30268	11872	9976	163300	215413	1022.5	1	1	6843963171864976598	1	1	16	8459.5	2.5
17915600439507924346	14771401151246747869	3659863142344469883	1	1	7495849461286170116	NaN	8520069569701857445	1	6843963171864976598	1469323050441	1	1	1	2.5	1	8.5	1	1	1	1	1	872.5	1	1	1	872.5	91	1	1	6843963171864976598	1	1	1	1	1
8103909942935092158	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
6501767698964551127	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
13701913325811353704	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8522869585025853911	14771401151246747869	3875281194045982152	175.557	60.9885	6220772307398391706	NaN	9203211364990347262	37	6843963171864976598	1457187326471	1	5.5	160	170.5	13	275218	8.5	1453	500.5	1	1	64378	56204.5	22697.5	95197	238474	2320	1	1	6843963171864976598	1	1	11.5	1352.5	2.5
12204365253339467280	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
838485626562725866	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
4745366848179430237	14771401151246747869	7450735245033720970	176.123	57.5542	9014416365170642882	15772866199656610978	8146055994240252581	40	14771401151246747869	1479642827209	1	31	86.5	2.5	8.5	15194.5	1	148	1190.5	1	1	7	89588.5	152408	172482	414482	4777	1	1	6843963171864976598	1	1	1	4568.5	2.5
12209920202319109145	14771401151246747869	3659863142344469883	159.507	53.2769	7107617527978870496	NaN	5656685945142785391	1	6843963171864976598	1473576760337	1	10	2.5	5.5	1	1	1	1	1	1	1	3952	206.5	21469	3377.5	29002	458.5	1	1	6843963171864976598	1	1	1	1	1
5408446723604668309	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8254356010493933184	14771401151246747869	16278254799126263187	170.362	36.1436	6306913683848874426	5073252831688358641	9203211364990347262	41.5	6843963171864976598	1455898341408	1	10	124	1	1	32516.5	1	1	10	1	1	1835.5	11113	3749.5	6062.5	22757.5	869.5	1	1	6843963171864976598	1	1	1	1	1
11543035397413507807	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8968305260012377637	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
4750946780449564483	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
3940340817774739545	14771401151246747869	3659863142344469883	175.444	60.7459	6220772307398391706	13871198517152104089	5656685945142785391	35.5	17280693952210522585	1421043284385	1	1	26.5	55	1	1	1	422.5	1	1	1	1	1	7	1	7	4	1	1	6843963171864976598	1	1	1	1	1
4943698581865380008	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
14767256765974858838	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16600296352010212156	14771401151246747869	3050901243866162264	165.422	52.8081	16826254548923264612	NaN	16256945696872958129	1	6843963171864976598	1478823249482	1	1	2.5	7	1	1	2.5	1	1	1	1	1	1	1	13	13	2.5	1	1	6843963171864976598	1	1	1	1	1
3235945114224089068	14771401151246747869	15073802288006578424	151.984	41.362	12108444744314235878	NaN	8080533469335952745	1	6843963171864976598	1484397318151	1	1	4	20.5	1	1	1	7	1	1	1	1	1	1	1477	1477	46	1	1	6843963171864976598	1	1	1	1	1
1734898348674212040	34453685010072459	645805385508973343	176.741	36.5786	10855837846870210727	NaN	16256945696872958129	1	6843963171864976598	1467317546450	1	1	25	16	31	1	1	1	1	1	1	1	4	1	1	4	2.5	1	1	6843963171864976598	1	1	1	1	5.5
15389910260704595499	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
