c_02	c_1	c_2	n_1	n_2	c_3	c_4	c_5	n_3	c_6	t_1	n_4	n_5	n_6	n_7	n_8	n_9	n_10	n_11	n_12	n_13	n_14
14835511236248894357	34453685010072459	4327320840796792320	156.636	45.4013	8992568303923548103	171511812675896760	5656685945142785391	32.5	6843963171864976598	1486722114222	2.5	140.5	20.5	1280.5	16	1	25	5846.5	38.5	271	1
7360159349298234649	14771401151246747869	9579146776266407773	167.431	33.7554	12557115614348014985	1828338235877418371	3027499780234405913	26.5	6843963171864976598	1489555864367	2.5	7	31	1	26.5	16	106	1	1	1	1
11149542184159701980	14771401151246747869	4327320840796792320	183.022	47.6876	7728751497385427149	2037390466755551494	8502249246409317112	1	6843963171864976598	1451919741456	2.5	370	53.5	3119.5	121105	2.5	737.5	2780.5	65.5	31	2.5
16698287872200108073	14771401151246747869	17089004857331286805	170.756	62.465	5790587793929224584	11126972074996548001	5656685945142785391	31	14771401151246747869	1458048859125	2.5	1067.5	67	40	2077	1	1	17308	91	1	1
17595522970338284140	34453685010072459	7265916326799606203	176.226	58.4404	2029926236246850485	7607317892741749978	5656685945142785391	31	6843963171864976598	1459691715100	2.5	320.5	31	2339.5	4762	1	1	1421.5	43	1	1
9208631853101885165	34453685010072459	10211136965740185639	114.956	60.1849	7685069979219340590	6508918921799066226	5656685945142785391	35.5	6843963171864976598	1461629921420	2.5	2050	143.5	508	70306	2.5	17.5	40186	151	16	1
16728740098301952527	14771401151246747869	10983941772841200819	181.541	55.1241	17465306663676244936	3542947390457618420	14088208938590195129	55	6843963171864976598	1461682272242	2.5	196	256	173.5	20980	1	116.5	253	29.5	128.5	1
14974501368845623718	14771401151246747869	13882554632700455398	190.502	67.456	2484761860878820743	18251273382617590893	5656685945142785391	35.5	6843963171864976598	1462701632488	2.5	1511.5	74.5	2254	31574.5	1	22	9508	151	3446.5	1
86131424783332190	34453685010072459	14118281551080482393	175.508	36.3675	5810170163192060640	NaN	16256945696872958129	1	14771401151246747869	1468134457141	2.5	403	41.5	1	656.5	1	1	313	73	1	1
405988104232476323	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17222416459498193706	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
7317735587615260212	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
4300912176018214335	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
11103786753868822018	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
14599417614280508316	14771401151246747869	4327320840796792320	-114.624	59.4006	5003301402719099334	10334623993179531495	5656685945142785391	35.5	14771401151246747869	1453910869161	2.5	706	140.5	28	39557.5	1	1	6392.5	101.5	1	1
786599140301211397	14771401151246747869	3659863142344469883	177.655	59.4818	17206023593600067121	NaN	5656685945142785391	28	6843963171864976598	1459136835202	2.5	74.5	14.5	41.5	4780	1	28	2192.5	28	38.5	1
15135218356557558826	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
15590592124247082215	14771401151246747869	3659863142344469883	170.956	61.189	12413498334923365339	11490355825338759643	5656685945142785391	34	6843963171864976598	1462464102123	2.5	1367.5	35.5	76	52636	1	1	27632.5	151	1	1
17436361446869687752	34453685010072459	3659863142344469883	1	1	17285744326937793943	NaN	9203211364990347262	1	6843963171864976598	1462973229454	2.5	22	5.5	7	1	1	1	7	2.5	1	1
6848852981631020808	34453685010072459	7265916326799606203	218.444	-55.712	12203084289859520395	154821087366738186	5656685945142785391	128.5	6843963171864976598	1417784747362	2.5	980.5	2.5	119.5	670138	14.5	43	7390	139	76	1
3978260074469070528	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
2286665817640752373	34453685010072459	3659863142344469883	1	1	12161245769236735329	2311675351279610862	5656685945142785391	31	6843963171864976598	1474945621278	2.5	3154	49	128.5	37	1	1	2722	151	1	1
17852261720858483829	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
3595216055602334142	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17734716493698035493	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17367279523771945269	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
12114139304757869522	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
2149806620602782094	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
15862294256244293232	14771401151246747869	843703376530195203	132.372	66.7062	7431924554772899137	NaN	7941305549320701127	1	6843963171864976598	1486744068412	2.5	5.5	22	1	274	1	1	1	1	1	1
10441524777244316920	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
12156368612408542306	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
2754812012394671792	14771401151246747869	3659863142344469883	178.166	37.809	17188042325796387627	NaN	17976383577365148815	47.5	6843963171864976598	1469398881265	2.5	31	2.5	2.5	12649	11.5	28	2.5	2.5	2.5	1
10723881246377614774	34453685010072459	17089004857331286805	190.615	71.6713	11510683886111402549	NaN	5083169309446148209	1	6843963171864976598	1485585358316	2.5	44.5	13	80.5	91	1	1	31	13	1	1
12515218089796509427	34453685010072459	11050615065465248202	170.814	51.959	13358813864521194877	NaN	16256945696872958129	1	6843963171864976598	1486225825325	2.5	307	79	4343.5	716.5	5.5	497.5	2254	41.5	578.5	1
17630534129182854063	14771401151246747869	4327320840796792320	171.467	53.2903	3164121748884072765	NaN	5656685945142785391	29.5	6843963171864976598	1488451159286	2.5	17.5	13	128.5	317.5	1	1	44.5	8.5	1	1
14655848116099478945	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13472174989100718465	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
11261892641301074048	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
12127142175371212639	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
3237447112996554727	34453685010072459	6716276819294200956	158.304	40.8681	12582992406218851099	4770050492792590248	7941305549320701127	29.5	14771401151246747869	1465826206473	2.5	2015.5	62.5	2081.5	95747.5	2.5	103	128078	151	1988.5	17.5
2052306440946539429	34453685010072459	8410501586956965497	174.57	59.3725	6828291961868330005	412128607081322653	16256945696872958129	25	6843963171864976598	1480220347279	2.5	59.5	242.5	10	8.5	1	8.5	10	2.5	1	1
13007511450257087567	34453685010072459	7265916326799606203	178.045	37.841	17188042325796387627	NaN	5656685945142785391	1	6843963171864976598	1484545349403	2.5	10	7	13	8.5	1	1	13	2.5	13	1
7443818455946448488	14771401151246747869	10283387307965708614	192.231	64.249	10559135754403308070	13871198517152104089	16256945696872958129	26.5	14771401151246747869	1484562837361	2.5	796	11.5	341.5	541	7	175	3328	151	2635	4
12955993588819038581	34453685010072459	2720802213715091507	183.63	59.5635	567940193888357937	4947549168970771844	8494060603423735195	29.5	14771401151246747869	1484572024160	2.5	299.5	38.5	185.5	730	1	1	1022.5	80.5	1	1
1463074865607062479	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13927723900780705417	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
6772781761474534761	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
4279363328647357407	14771401151246747869	7638001807695707609	172.129	46.6922	18312104889363715121	13871198517152104089	5656685945142785391	32.5	14771401151246747869	1432237714312	2.5	10405	232	12839.5	4132	5.5	43	57256	151	5858.5	5.5
6105325573076559477	14771401151246747869	7029048134113303778	150.731	35.5549	10078137231975731517	1598799996513676622	8494060603423735195	46	6843963171864976598	1456656617486	2.5	176.5	557.5	1	9235	1	22	1	1	1	1
2921351286863533538	14771401151246747869	5712530781800467921	157.862	36.5553	10631363442996537283	NaN	16256945696872958129	1	6843963171864976598	1464013994179	2.5	295	7	1	1	1	7	1	1	1	1
16867614913046777208	34453685010072459	16498594452945528807	157.112	46.9855	13301720600350218719	4910402426553403795	8494060603423735195	28	6843963171864976598	1465658524329	2.5	124	28	158.5	169	1	1	38.5	23.5	1	1
10850939049871180908	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
4360181758910375634	34453685010072459	320439096357625516	174.08	50.9932	15778324064305067075	NaN	7941305549320701127	1	6843963171864976598	1471686108464	2.5	236.5	7	4112.5	760	4	56.5	1699	61	1738	1
3608925513631163796	14771401151246747869	7538582123614199359	1	1	12190270227258373752	NaN	15973173436972127031	1	6843963171864976598	1475084522425	2.5	943	5.5	23549.5	3.25456e+06	1	71.5	295514	151	265	2.5
12105504669373937676	34453685010072459	3659863142344469883	1	1	15952449941828343487	13944282226870944724	5656685945142785391	31	6843963171864976598	1487169701452	2.5	1676.5	31	1	2170	4	37	1876	79	580	1
18378529952770397931	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
18032754109145462694	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
15480576836102229623	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
18117164880604755850	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
3790886762086639496	34453685010072459	10812208815911787044	176.58	55.8979	8368477156682922943	1066413941480268369	16256945696872958129	34	6843963171864976598	1455723518128	2.5	1100.5	26.5	148	25538.5	5.5	5.5	4636	38.5	1	1
2025400910498910128	34453685010072459	1059215264010494733	191.098	69.5845	15216595036825075434	35449646366330138	8494060603423735195	31	14771401151246747869	1457268518178	2.5	586	22	457	289	2.5	25	7550.5	119.5	136	1
3487674555816451107	14771401151246747869	7638001807695707609	181.231	46.2799	7821691606952319426	NaN	5656685945142785391	37	14771401151246747869	1459319153479	2.5	6844	131.5	22036	19499.5	11.5	547	32962	151	23623	13
10871456573373528087	14771401151246747869	5265818481040528393	115.091	60.0996	7685069979219340590	14805553423432444691	8146055994240252581	31	6843963171864976598	1463159908130	2.5	514	658	236.5	7457.5	4	119.5	836.5	134.5	1229.5	1
6533268715651815541	14771401151246747869	13235116171651112231	170.723	36.0455	16870020786991271308	9805379075566995561	3072633802421236748	38.5	6843963171864976598	1468781151108	2.5	1	1	1	1	1	1	1	1	1	1
5487686921150201273	14771401151246747869	3510303140463137969	182.41	48.1206	12855404259964902474	7860320755551139794	9203211364990347262	34	14771401151246747869	1469897563409	2.5	1265.5	422.5	2.5	39254.5	11.5	22	6301	151	215.5	1
4456949831575773318	14771401151246747869	8286680241381910257	176.871	48.7752	6353108568278590683	412128607081322653	8494060603423735195	32.5	6843963171864976598	1487772331128	2.5	88	20.5	1	170.5	1	1	104.5	17.5	1	1
6897133996309512483	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
15728435990719286954	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
2663926979813834170	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
1950631773982295668	14771401151246747869	8145530116201339285	170.568	39.6417	14068915344267837629	201306070313696672	9203211364990347262	29.5	14771401151246747869	1461320498328	2.5	284.5	41.5	1	3865	1	1	443.5	35.5	1	1
13062924500623759705	14771401151246747869	9329866570087197194	177.5	37.6518	10855837846870210727	16251349072652140214	5656685945142785391	37	6843963171864976598	1465649718472	2.5	113.5	41.5	68.5	21220	1	1	1871.5	23.5	1	1
1881520953704117128	34453685010072459	5983057599245695374	1	1	15216595036825075434	35449646366330138	5656685945142785391	40	6843963171864976598	1467010932409	2.5	4862.5	55	428.5	1088.5	1	4	17930.5	151	1	1
3527318638909533690	34453685010072459	10211136965740185639	1	1	7495849461286170116	NaN	5656685945142785391	1	6843963171864976598	1479125129139	2.5	76	11.5	1075	8.5	1	1	733	14.5	1	1
10873768632964359986	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
8621098516555026180	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
861291182527972813	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17919393254537917782	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
4408150212487820490	14771401151246747869	8410501586956965497	187.438	69.2384	5779372271944286264	9315233864303683580	3027499780234405913	28	6843963171864976598	1469798175223	2.5	127	34	5.5	5425	1	1	842.5	34	1	1
9227919002267090808	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
9617660975064308716	14771401151246747869	3875281194045982152	210.095	54.3482	10865693097851608662	15547720619566231198	5083169309446148209	31	6843963171864976598	1476809521460	2.5	1	1	1	1	1	1	1	1	1	1
10600438979427469791	14771401151246747869	6024136505498539175	156.844	46.0877	5254152639744384658	NaN	3027499780234405913	1	6843963171864976598	1486641126319	2.5	52	17.5	1	437.5	1	1	377.5	13	1	1
15484806955724419588	34453685010072459	12874693476953429540	157.037	47.0849	13301720600350218719	15023414128359463911	8080533469335952745	1	6843963171864976598	1489674663145	2.5	1	1	1	8.5	1	1	1	1	1	1
4738160750599087214	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
12467232170613144620	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17592394041773838921	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17259756634265856808	34453685010072459	15694656548661744051	182.867	46.2582	8468386338883583967	2302982514740258015	5656685945142785391	28	14771401151246747869	1457888932235	2.5	491.5	55	19	275.5	2.5	1	640	59.5	1	1
12394311954687067141	34453685010072459	13758650884459287731	161.016	40.6491	12012497998227712295	7027467413050033059	7415541759533218098	28	6843963171864976598	1466518055323	2.5	88	23.5	100	8.5	1	1	67	11.5	1	1
16455552596366148045	34453685010072459	4327320840796792320	172.375	35.0862	15327303923343906653	14805553423432444691	5656685945142785391	1	6843963171864976598	1474959692159	2.5	148	23.5	130	41.5	2.5	1	82	23.5	1	1
9477103057025877003	14771401151246747869	10042331214081538537	176.548	59.4188	17206023593600067121	10735942792927719329	9728979009671476297	1	14771401151246747869	1480730164423	2.5	245.5	359.5	1927	9674.5	1	146.5	1727.5	49	481	1
15596761517126105172	34453685010072459	17089004857331286805	171.191	53.1159	3164121748884072765	18011971341603704526	8494060603423735195	28	6843963171864976598	1484031872307	2.5	257.5	17.5	1	53.5	8.5	85	3694	73	1	1
18276617805630716122	34453685010072459	2586352587408419994	172.62	35.6507	12097094273101162415	NaN	8146055994240252581	1	6843963171864976598	1487138127126	2.5	1	1	1	8.5	1	1	1	1	1	1
8590095147112918068	14771401151246747869	10812208815911787044	171.798	52.8592	3164121748884072765	NaN	5083169309446148209	1	6843963171864976598	1487349891123	2.5	2.5	11.5	1	1	1	1	1	1	1	1
8346803626625697383	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
1135022127595392260	34453685010072459	5712530781800467921	159.494	44.9693	9635603008648383983	16255060451390003686	16256945696872958129	167.5	6843963171864976598	1462447004356	2.5	350.5	26.5	28	103	2.5	2.5	4501	88	20.5	1
18143649418449283782	34453685010072459	3659863142344469883	176.448	54.0741	11227386205850981012	NaN	5656685945142785391	1	6843963171864976598	1465829884187	2.5	17.5	71.5	1	51548.5	1	20.5	1	1	1	1
17559933814478287047	14771401151246747869	7638001807695707609	1	1	7956306945921279260	14806166345540304941	5656685945142785391	32.5	6843963171864976598	1467545022337	2.5	46	7	4	1493.5	1	1	4	2.5	1	1
2518747601168805064	34453685010072459	7265916326799606203	171.773	34.9111	15327303923343906653	7860320755551139794	5656685945142785391	28	6843963171864976598	1471447312140	2.5	194.5	7	245.5	170.5	1	1	218.5	35.5	1	1
17869135326563078230	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
3571825606712531190	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13953313828395678694	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
11108453103301987504	34453685010072459	3556751062377730835	184.37	66.4235	17419060264836623786	9247200499163699673	16256945696872958129	31	6843963171864976598	1463119504267	2.5	371.5	29.5	1	1856.5	1	8.5	919	47.5	1	1
13484386114597829173	34453685010072459	17645194506355745051	169.887	41.3678	8417876269788095378	7664607644967491985	16256945696872958129	29.5	6843963171864976598	1484168161176	2.5	46	11.5	530.5	185.5	5.5	56.5	286	11.5	1	1
2862261849983829939	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
4804803228681324892	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
14829124289275384418	14771401151246747869	7638001807695707609	177.137	36.5601	10855837846870210727	NaN	5656685945142785391	35.5	6843963171864976598	1457819441292	2.5	313	2.5	110.5	34840	5.5	79	433	61	230.5	1
1435411009175380786	34453685010072459	15197791967394326946	170.91	35.8546	16870020786991271308	9805379075566995561	8146055994240252581	26.5	6843963171864976598	1461289584380	2.5	136	13	4	92.5	2.5	20.5	199	49	1	1
2898512807173282166	34453685010072459	4327320840796792320	2.86957	79.9325	6241751571069670577	13871198517152104089	5656685945142785391	28	6843963171864976598	1464468862316	2.5	425.5	10	36110.5	8168.5	8.5	44.5	25208.5	109	136	1
1440986354529542285	34453685010072459	4327320840796792320	167.508	53.5466	1023208684086459107	12793086193907602718	5656685945142785391	40	14771401151246747869	1468403710321	2.5	569.5	260.5	202	3125.5	1	13	2518	97	40	1
5439806244731158388	34453685010072459	17089004857331286805	171.481	35.2242	7555030694101606672	NaN	8494060603423735195	1	6843963171864976598	1470483161460	2.5	10	1	13	8.5	1	1	13	2.5	1	1
2664512904771655781	34453685010072459	11050615065465248202	171.827	35.4325	7555030694101606672	14439566006194722241	3027499780234405913	25	6843963171864976598	1477582673305	2.5	299.5	14.5	371.5	242.5	5.5	32.5	91	31	14.5	1
10562303108644697366	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
10827999260817439996	34453685010072459	17089004857331286805	172.279	34.9571	15327303923343906653	13497686282124771665	8494060603423735195	32.5	14771401151246747869	1481594925352	2.5	6494.5	139	201598	2875	14.5	782.5	200434	151	87586	49
2079443184707296715	34453685010072459	4660484954393955857	164.852	34.5848	1963958647551070853	8676495449553652028	5083169309446148209	34	6843963171864976598	1482077968256	2.5	77.5	28	590.5	8.5	1	13	161.5	38.5	271	1
16169090019227120368	14771401151246747869	11752030746299686016	178.607	60.4993	8113805122204826235	NaN	7941305549320701127	1	6843963171864976598	1486118664403	2.5	167.5	13	52	8.5	2.5	10	44.5	7	17.5	1
11623478534280353782	34453685010072459	7638001807695707609	181.897	46.9906	1499740313067042920	NaN	5656685945142785391	1	6843963171864976598	1488551881168	2.5	1	4	1	86.5	1	1	1	1	1	1
17006410803451968959	34453685010072459	11688242896569479644	181.349	52.3748	17674040394491592727	NaN	8494060603423735195	1	6843963171864976598	1489880925273	2.5	1	1	1	8.5	1	1	1	1	1	1
3799838435714803803	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
4589410359149655357	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
701617523280095646	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
832230151680219813	34453685010072459	4327320840796792320	170.876	35.7539	16870020786991271308	10334623993179531495	8080533469335952745	29.5	6843963171864976598	1462865253385	2.5	2269	49	1096	178	14.5	101.5	16414	151	65.5	1
9139812497930753029	14771401151246747869	1702696310057207949	115.025	60.1616	7685069979219340590	10735942792927719329	3027499780234405913	167.5	6843963171864976598	1464095450479	2.5	239.5	470.5	17.5	11231.5	1	8.5	733	55	1	1
5526352034444738359	34453685010072459	3659863142344469883	180.947	44.8866	18166872210092895898	16056117753968182479	5656685945142785391	35.5	14771401151246747869	1465473797313	2.5	15320.5	34	1252	99727	2.5	2.5	151642	151	463	1
11861246454895964733	14771401151246747869	3659863142344469883	172.813	35.5567	12097094273101162415	9805379075566995561	5656685945142785391	37	6843963171864976598	1466436642118	2.5	253	22	31	149869	55	43	586	25	41.5	1
16188669712791269394	34453685010072459	4327320840796792320	188.148	69.0061	4408661226289912183	NaN	5083169309446148209	1	6843963171864976598	1473150342449	2.5	22	8.5	203.5	776.5	1	1	1486	5.5	185.5	1
7935692411951145604	34453685010072459	10467070217667796302	160.941	40.9016	12012497998227712295	13941580923878329612	5083169309446148209	40	6843963171864976598	1479386005320	2.5	13	19	40	17.5	1	1	28	4	1	1
1741214303432297519	34453685010072459	4327320840796792320	1	1	15216595036825075434	35449646366330138	5656685945142785391	31	6843963171864976598	1487399233342	2.5	134.5	31	2854	268	10	685	886	31	1442.5	1
12644154101068030237	34453685010072459	16429264127763712662	172.783	55.9039	10199864769168044432	NaN	9203211364990347262	1	6843963171864976598	1457162365372	2.5	190	49	301	289	1	1	98.5	14.5	1	1
1582036681339113701	14771401151246747869	6744551217456641875	168.321	62.1851	5696894177963687434	NaN	5656685945142785391	1	6843963171864976598	1459095252332	2.5	1	1	1	1	1	1	1	1	1	1
7603276577701494641	14771401151246747869	11704071411106090130	171.755	35.1609	15327303923343906653	18287832618552294197	9203211364990347262	1	6843963171864976598	1460913530189	2.5	2101	2.5	56.5	1.62679e+06	1	19	100000	151	1	1
8510275156874361298	34453685010072459	7265916326799606203	181.737	46.1094	9071431613809298736	1005512822884493509	5656685945142785391	35.5	6843963171864976598	1461438606483	2.5	1438	233.5	236.5	26638	4	19	32414.5	151	185.5	1
9664516116688668095	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5127191111412933935	34453685010072459	17089004857331286805	132.291	67.2449	17737187325168558685	4078891670448421760	8494060603423735195	31	14771401151246747869	1471247516327	2.5	137.5	107.5	34	301	1	1	181	17.5	1	1
14787431349418622257	34453685010072459	17089004857331286805	181.589	48.3399	4420317783970329551	14806166345540304941	9203211364990347262	28	6843963171864976598	1472396075216	2.5	169	31	1	422.5	1	1	653.5	38.5	1	1
14963048958978129404	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
4258226889493160499	14771401151246747869	11740872891748772811	162.021	46.4893	9635603008648383983	14805553423432444691	3027499780234405913	37	6843963171864976598	1459364984117	2.5	112	20.5	1	1612	1	1	1807	7	1	1
9082057665432243559	34453685010072459	7265916326799606203	132.466	66.7087	7431924554772899137	NaN	5656685945142785391	1	6843963171864976598	1462365641371	2.5	476.5	14.5	1	319	1	1	1121.5	85	1	1
9595598864404228639	34453685010072459	7265916326799606203	156.86	46.9117	13301720600350218719	11666915786961068307	5656685945142785391	1	14771401151246747869	1472221082304	2.5	13253.5	17.5	15266.5	20141.5	1	19	107632	151	8975.5	2.5
13297985104053712318	14771401151246747869	7029048134113303778	160.036	40.7393	7219839249627354230	NaN	3027499780234405913	1	6843963171864976598	1482985647355	2.5	1	1	1	1	1	1	1	1	1	1
17622859450939429438	14771401151246747869	8410501586956965497	190.759	68.8844	4480745499767064792	9742912226696660918	16256945696872958129	34	6843963171864976598	1488715763412	2.5	16	17.5	23.5	10337.5	1	146.5	22	4	13	1
6481227196916908450	34453685010072459	15694656548661744051	160.494	45.4296	9635603008648383983	201306070313696672	3027499780234405913	34	6843963171864976598	1489384616259	2.5	94	13	2402.5	95.5	29.5	338.5	1942	32.5	388	1
258400878548841162	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5099836680839445469	34453685010072459	895114727776711517	170.875	34.9166	8055002158422982092	NaN	8725814097116089840	43	6843963171864976598	1440256829219	2.5	337	19	133	13715.5	7	11.5	200.5	19	1	1
1909417421080940733	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
3140874409382199356	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
8195909163963140198	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
7122676606755295190	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
12144867727417118388	34453685010072459	8286680241381910257	191.059	74.0225	8595121849088484003	35449646366330138	3027499780234405913	31	6843963171864976598	1449147720392	2.5	271	26.5	17.5	1	1	1	827.5	13	1	1
929126768740958070	34453685010072459	7638001807695707609	169.621	53.0441	9831029686526433193	18100769022758241543	5656685945142785391	32.5	6843963171864976598	1457519774150	2.5	18926.5	86.5	11.5	564822	2.5	49	252886	151	12136	2.5
14318715518412318158	34453685010072459	13882554632700455398	179.26	38.5626	4648992534133883233	1425785792086908202	8494060603423735195	40	6843963171864976598	1472297405436	2.5	28	4	106	1	4	143.5	91	7	91	1
526158975789849323	34453685010072459	3659863142344469883	1	1	2644737496659312029	8597423942596510645	11905836910238150494	1	6843963171864976598	1477759576224	2.5	196	8.5	7570	8.5	1	1	5179	71.5	1	1
