n_1	n_2	n_3	t_01	c_02	c_01
1	1	1	1493914947701	6040234712716966397	10193036570461836041
1	1	1	1493914947704	10354250474131609932	5822014373960055210
1	1	1	1493914947704	2918281038109474663	10193036570461836041
1	1	1	1493914947734	6128772998293150340	10193036570461836041
4	1	1	1493914947738	12074464320850218373	5822014373960055210
1	1	1	1493914947782	16711113943393759208	10193036570461836041
17.5	1	1	1493914947789	2912395007609170358	5822014373960055210
2.5	1	1	1493914950534	8664718901548424607	11622019677981996616
17.5	1	1	1493914950555	2912395007609170358	11622019677981996616
8.5	1	1	1493914950562	4165132050234239758	11622019677981996616
4	1	1	1493914950578	12074464320850218373	11622019677981996616
10	1	1	1493914950591	6128772998293150340	11622019677981996616
17.5	1	1	1493914950645	9544145203823252426	11622019677981996616
5.5	1	1	1493914950660	2183882076818627552	11622019677981996616
7	1	1	1493914950771	1874857814475608295	11622019677981996616
7	1	1	1493914955599	1874857814475608295	2093176538205333077
5.5	1	1	1493914955687	2183882076818627552	2093176538205333077
7	1	1	1493914955705	14551030199892263089	2093176538205333077
8.5	1	1	1493914958531	16270325575650130306	10830502186110335998
8.5	1	1	1493914958535	2918281038109474663	10830502186110335998
17.5	1	1	1493914958600	9544145203823252426	10830502186110335998
1	1	1	1493914962563	2610866273396287766	16980049649172963598
1	1	1	1493914962681	4165132050234239758	16980049649172963598
1	1	1	1493914964507	11514123232483285001	15811022589886476849
1	1	1	1493914964515	2912395007609170358	15811022589886476849
1	1	1	1493914964582	16781873755504612959	15811022589886476849
1	1	1	1493914964613	16051887458063369019	15811022589886476849
1	1	1	1493914964648	6070120256305105345	15811022589886476849
1	1	1	1493914964712	16051887458063369019	15811022589886476849
1	1	1	1493914964754	6409821024638183003	15811022589886476849
1	1	1	1493914964789	1801431999810370137	15811022589886476849
1	1	1	1493914966508	1874857814475608295	7137493284739000230
1	1	1	1493914966511	1666884223470062653	7137493284739000230
1	1	1	1493914966523	10354250474131609932	7137493284739000230
1	1	1	1493914966523	8896229822258699375	7137493284739000230
1	1	1	1493914966529	15596424514926685300	7137493284739000230
1	1	1	1493914966535	3486781329418406887	7137493284739000230
1	1	1	1493914966549	14475392532262432119	7137493284739000230
1	1	1	1493914966553	17692629055980859056	7137493284739000230
1	1	1	1493914966555	6128772998293150340	7137493284739000230
1	1	1	1493914966556	2306293516632017215	7137493284739000230
1	1	1	1493914966557	3266038199096585012	7137493284739000230
1	1	1	1493914966559	1874857814475608295	7137493284739000230
1	1	1	1493914966566	11677852964895567355	7137493284739000230
1	1	1	1493914966570	9544145203823252426	7137493284739000230
1	1	1	1493914966580	3188653217501372862	7137493284739000230
1	1	1	1493914966581	12995894380866614245	7137493284739000230
1	1	1	1493914966584	13571941301827825144	7137493284739000230
1	1	1	1493914966600	1801431999810370137	7137493284739000230
1	1	1	1493914966609	13579572935873721061	7137493284739000230
1	1	1	1493914966611	10354250474131609932	7137493284739000230
1	1	1	1493914966620	6484761099978166748	7137493284739000230
1	1	1	1493914966629	13571941301827825144	7137493284739000230
1	1	1	1493914966637	11982065865359330002	7137493284739000230
1	1	1	1493914966649	2080592934154511809	7137493284739000230
1	1	1	1493914966649	2912395007609170358	7137493284739000230
1	1	1	1493914966664	17475901598811378698	7137493284739000230
1	1	1	1493914966666	11677852964895567355	7137493284739000230
1	1	1	1493914966672	14495909600080020024	7137493284739000230
1	1	1	1493914966674	3357165528367806273	7137493284739000230
1	1	1	1493914966677	11464297685141444301	7137493284739000230
1	1	1	1493914966684	17692629055980859056	7137493284739000230
1	1	1	1493914966686	11256464251545106137	7137493284739000230
1	1	1	1493914966705	4477716336205849670	7137493284739000230
1	1	1	1493914966721	16711113943393759208	7137493284739000230
1	1	1	1493914966728	6484761099978166748	7137493284739000230
1	1	1	1493914966730	11677852964895567355	7137493284739000230
1	1	1	1493914966745	3447487909374375982	7137493284739000230
1	1	1	1493914966751	4061834014911554768	7137493284739000230
1	1	1	1493914966785	13579572935873721061	7137493284739000230
1	1	1	1493914966785	8664718901548424607	7137493284739000230
1	1	1	1493914966788	11982065865359330002	7137493284739000230
1	1	1	1493914966792	6988111497050020337	7137493284739000230
1	1	1	1493914966799	4733667265989373534	7137493284739000230
1	1	1	1493914973522	6484761099978166748	12100554406363763886
1	1	1	1493914973523	10354250474131609932	12100554406363763886
1	1	1	1493914973529	6128772998293150340	12100554406363763886
1	1	1	1493914973541	10758234594700787265	12100554406363763886
1	1	1	1493914973549	1874857814475608295	12100554406363763886
1	1	1	1493914973553	4097475738091023810	12100554406363763886
1	1	1	1493914973557	5013257265120138711	12100554406363763886
1	1	1	1493914973565	8329363334437633690	12100554406363763886
1	1	1	1493914973571	2912395007609170358	12100554406363763886
1	1	1	1493914973571	7629946351400454042	12100554406363763886
1	1	1	1493914973592	14041938717956513894	12100554406363763886
1	1	1	1493914973607	7795014477960920971	12100554406363763886
1	1	1	1493914973612	16313388004208767989	12100554406363763886
1	1	1	1493914973625	9509178286244321665	12100554406363763886
1	1	1	1493914973629	2183882076818627552	12100554406363763886
1	1	1	1493914973629	8664718901548424607	12100554406363763886
1	1	1	1493914973635	17686479970923606440	12100554406363763886
1	1	1	1493914973636	9544145203823252426	12100554406363763886
1	1	1	1493914973654	83276891720283157	12100554406363763886
1	1	1	1493914973667	16051887458063369019	12100554406363763886
1	1	1	1493914973671	6170152359000037503	12100554406363763886
1	1	1	1493914973678	4477716336205849670	12100554406363763886
1	1	1	1493914973693	15089587515237390326	12100554406363763886
1	1	1	1493914973698	2777406936536698463	12100554406363763886
1	1	1	1493914973703	12995894380866614245	12100554406363763886
1	1	1	1493914973713	2912395007609170358	12100554406363763886
1	1	1	1493914973716	16711113943393759208	12100554406363763886
1	1	1	1493914973716	2306293516632017215	12100554406363763886
1	1	1	1493914973733	3357165528367806273	12100554406363763886
1	1	1	1493914973738	8878828325151169916	12100554406363763886
1	1	1	1493914973742	17400593783565407178	12100554406363763886
1	1	1	1493914973742	5013257265120138711	12100554406363763886
1	1	1	1493914973758	1874857814475608295	12100554406363763886
1	1	1	1493914973770	5685791559122047194	12100554406363763886
1	1	1	1493914973774	11464297685141444301	12100554406363763886
1	1	1	1493914973781	6759184524191041901	12100554406363763886
1	1	1	1493914974570	6561622699157249362	979955118731779341
1	1	1	1493914974611	10469879042194243070	979955118731779341
1	1	1	1493914974648	13827568209917845441	979955118731779341
1	1	1	1493914974680	4165132050234239758	979955118731779341
1	1	1	1493914974721	13579572935873721061	979955118731779341
1	1	1	1493914974795	4061834014911554768	979955118731779341
1	1	1	1493914976512	13579572935873721061	7519375037428049990
1	1	1	1493914976539	17386056714204319804	7519375037428049990
1	1	1	1493914976541	3188653217501372862	7519375037428049990
1	1	1	1493914976554	11840614708029431442	7519375037428049990
1	1	1	1493914976555	204655133746030986	7519375037428049990
1	1	1	1493914976563	10611007961394538213	7519375037428049990
1	1	1	1493914976563	13827568209917845441	7519375037428049990
1	1	1	1493914976566	1032180655876811297	7519375037428049990
1	1	1	1493914976583	7394035962023899166	7519375037428049990
1	1	1	1493914976602	17869135326563078230	7519375037428049990
1	1	1	1493914976634	8878828325151169916	7519375037428049990
1	1	1	1493914976643	13340660697580136120	7519375037428049990
1	1	1	1493914976652	13694654484581775357	7519375037428049990
1	1	1	1493914976685	14551410799092051783	7519375037428049990
1	1	1	1493914976692	2080592934154511809	7519375037428049990
1	1	1	1493914976700	10354250474131609932	7519375037428049990
1	1	1	1493914976728	17182751344479566837	7519375037428049990
1	1	1	1493914976732	5620559686879898796	7519375037428049990
1	1	1	1493914976739	3357165528367806273	7519375037428049990
1	1	1	1493914976757	4477716336205849670	7519375037428049990
1	1	1	1493914976762	12854935834016707116	7519375037428049990
1	1	1	1493914976772	12473572986694041195	7519375037428049990
1	1	1	1493914976777	6561622699157249362	7519375037428049990
1	1	1	1493914985514	8664718901548424607	6445656017802895517
1	1	1	1493914985554	15596424514926685300	6445656017802895517
1	1	1	1493914985693	16781873755504612959	6445656017802895517
1	1	1	1493914985741	6128772998293150340	6445656017802895517
1	1	1	1493914986518	8878828325151169916	7784268513870493058
2.5	1	1	1493914986591	8664718901548424607	7784268513870493058
26.5	1	1	1493914986609	2665815103940912083	7784268513870493058
5.5	1	1	1493914986706	6409821024638183003	7784268513870493058
4	1	1	1493914986725	12074464320850218373	7784268513870493058
32.5	1	1	1493914986747	11464297685141444301	7784268513870493058
5.5	1	1	1493914986765	14475392532262432119	7784268513870493058
1	1	1	1493914987586	6128772998293150340	9493481872616159328
1	1	1	1493914987610	10570806943385643419	9493481872616159328
1	1	1	1493914987618	7255543177891735343	9493481872616159328
1	1	1	1493914987629	2983075982857941610	9493481872616159328
1	1	1	1493914987631	13171840241786718460	9493481872616159328
1	1	1	1493914987656	5962121464796762338	9493481872616159328
1	1	1	1493914987657	14551410799092051783	9493481872616159328
1	1	1	1493914987661	8878828325151169916	9493481872616159328
1	1	1	1493914987668	16313388004208767989	9493481872616159328
1	1	1	1493914987694	2665815103940912083	9493481872616159328
1	1	1	1493914987695	14475392532262432119	9493481872616159328
1	1	1	1493914987705	16270325575650130306	9493481872616159328
1	1	1	1493914987710	2912395007609170358	9493481872616159328
1	1	1	1493914987733	4733667265989373534	9493481872616159328
1	1	1	1493914991559	6118351611368807092	6642493793780283821
1	1	1	1493914991596	16313388004208767989	6642493793780283821
1	1	1	1493914991614	11464297685141444301	6642493793780283821
1	1	1	1493914991626	8664718901548424607	6642493793780283821
1	1	1	1493914991760	9077615989125334657	6642493793780283821
1	1	1	1493914991774	5192968964289268501	6642493793780283821
1	1	1	1493914991798	16781873755504612959	6642493793780283821
1	1	1	1493914994507	12780902200673332438	1479018662254190627
1	1	1	1493914994538	13303196884855093814	1479018662254190627
1	1	1	1493914994538	3188653217501372862	1479018662254190627
1	1	1	1493914994561	11982065865359330002	1479018662254190627
1	1	1	1493914994571	17692629055980859056	1479018662254190627
1	1	1	1493914994574	9509178286244321665	1479018662254190627
1	1	1	1493914994576	10758234594700787265	1479018662254190627
1	1	1	1493914994591	8896229822258699375	1479018662254190627
1	1	1	1493914994604	17692629055980859056	1479018662254190627
1	1	1	1493914994612	14719060852985699203	1479018662254190627
1	1	1	1493914994616	17692629055980859056	1479018662254190627
1	1	1	1493914994635	17400593783565407178	1479018662254190627
1	1	1	1493914994637	11464297685141444301	1479018662254190627
1	1	1	1493914994637	2665815103940912083	1479018662254190627
1	1	1	1493914994654	7887512635154789052	1479018662254190627
1	1	1	1493914994658	17495809769729953216	1479018662254190627
1	1	1	1493914994662	10693896803514645228	1479018662254190627
1	1	1	1493914994670	2912395007609170358	1479018662254190627
1	1	1	1493914994683	6848852981631020808	12865777954617138183
1	1	1	1493914994684	6070120256305105345	1479018662254190627
1	1	1	1493914994696	13579572935873721061	1479018662254190627
1	1	1	1493914994701	4165132050234239758	1479018662254190627
1	1	1	1493914994703	8664718901548424607	1479018662254190627
1	1	1	1493914994707	2863433269505777851	1479018662254190627
1	1	1	1493914994711	5685791559122047194	1479018662254190627
1	1	1	1493914994714	16711113943393759208	1479018662254190627
1	1	1	1493914994717	9077615989125334657	1479018662254190627
1	1	1	1493914994724	14719060852985699203	1479018662254190627
1	1	1	1493914994733	15502105708689536654	1479018662254190627
1	1	1	1493914994737	4061834014911554768	1479018662254190627
1	1	1	1493914994744	17692629055980859056	1479018662254190627
1	1	1	1493914994750	2306293516632017215	1479018662254190627
1	1	1	1493914994771	16270325575650130306	1479018662254190627
1	1	1	1493914994778	15469585505670671652	1479018662254190627
1	1	1	1493914994778	5192968964289268501	1479018662254190627
1	1	1	1493914994785	17692629055980859056	1479018662254190627
1	1	1	1493914995643	3054879351439382847	13172069201475920018
1	1	1	1493915002503	16051887458063369019	2983379649945721582
1	1	1	1493915002506	8486756224156356231	2983379649945721582
1	1	1	1493915002512	4477716336205849670	2983379649945721582
1	1	1	1493915002514	16051887458063369019	2983379649945721582
1	1	1	1493915002536	16771261982271327277	2983379649945721582
1	1	1	1493915002561	3835166465765776683	2983379649945721582
1	1	1	1493915002563	4836348895984765787	2983379649945721582
1	1	1	1493915002574	13579572935873721061	2983379649945721582
1	1	1	1493915002575	8067751327973613824	2983379649945721582
1	1	1	1493915002579	13340660697580136120	2983379649945721582
1	1	1	1493915002598	4165132050234239758	2983379649945721582
1	1	1	1493915002613	6959936082153545889	2983379649945721582
1	1	1	1493915002615	17692629055980859056	2983379649945721582
1	1	1	1493915002616	3447487909374375982	2983379649945721582
1	1	1	1493915002625	7795014477960920971	2983379649945721582
1	1	1	1493915002631	17386056714204319804	2983379649945721582
1	1	1	1493915002639	3090357018464442228	2983379649945721582
1	1	1	1493915002653	14475392532262432119	2983379649945721582
1	1	1	1493915002654	15502105708689536654	2983379649945721582
1	1	1	1493915002664	15333947143918688868	2983379649945721582
1	1	1	1493915002664	7794160276957405502	2983379649945721582
1	1	1	1493915002668	4477716336205849670	2983379649945721582
1	1	1	1493915002668	8067751327973613824	2983379649945721582
1	1	1	1493915002670	13694654484581775357	2983379649945721582
1	1	1	1493915002703	4477716336205849670	2983379649945721582
1	1	1	1493915002707	16771261982271327277	2983379649945721582
1	1	1	1493915002708	16771261982271327277	2983379649945721582
1	1	1	1493915002719	13694654484581775357	2983379649945721582
1	1	1	1493915002720	15502105708689536654	2983379649945721582
1	1	1	1493915002724	18366792803783431068	2983379649945721582
1	1	1	1493915002729	12780902200673332438	2983379649945721582
1	1	1	1493915002729	17475901598811378698	2983379649945721582
1	1	1	1493915002733	7629946351400454042	2983379649945721582
1	1	1	1493915002736	3357165528367806273	2983379649945721582
1	1	1	1493915002748	13694654484581775357	2983379649945721582
1	1	1	1493915002750	16313388004208767989	2983379649945721582
1	1	1	1493915002758	4165132050234239758	2983379649945721582
1	1	1	1493915002767	16051887458063369019	2983379649945721582
1	1	1	1493915002795	8067751327973613824	2983379649945721582
1	1	1	1493915002799	16724677309490675751	2983379649945721582
1	1	1	1493915005632	5174530059005220399	9510655402358193091
1	1	1	1493915005679	6409821024638183003	9510655402358193091
1	1	1	1493915007554	14124193195459634995	16770187074234764478
1	1	1	1493915009513	12074464320850218373	4693032138699226840
1	1	1	1493915009553	1330489485408209501	16052987301253632698
1	1	1	1493915009609	8664718901548424607	4693032138699226840
1	1	1	1493915009624	9544145203823252426	4693032138699226840
1	1	1	1493915009646	5192968964289268501	4693032138699226840
1	1	1	1493915009660	13579572935873721061	16052987301253632698
1	1	1	1493915009693	1874857814475608295	16052987301253632698
1	1	1	1493915009731	1274235003174774380	4693032138699226840
1	1	1	1493915009789	10693896803514645228	4693032138699226840
1	1	1	1493915010585	13579572935873721061	5663283762926288714
1	1	1	1493915010625	3447487909374375982	5663283762926288714
1	1	1	1493915010640	14041938717956513894	5663283762926288714
1	1	1	1493915010732	13579572935873721061	5663283762926288714
8.5	1	1	1493915013540	1330489485408209501	3437379493021460150
1	1	1	1493915013546	4773248326628598629	12371106558188310894
1	1	1	1493915013600	11970906525582425913	3437379493021460150
1	1	1	1493915013602	3054879351439382847	12371106558188310894
1	1	1	1493915013655	13340660697580136120	12371106558188310894
10	1	1	1493915013657	9077615989125334657	3437379493021460150
2.5	1	1	1493915013685	12813109525107485737	3437379493021460150
2.5	1	1	1493915013719	6726138970929143085	3437379493021460150
14.5	1	1	1493915013784	16651615938943737748	3437379493021460150
1	1	1	1493915013789	13673455361735984405	3437379493021460150
1	1	1	1493915016516	14551410799092051783	13172069201475920018
1	1	1	1493915016544	18097213305980711748	13172069201475920018
1	1	1	1493915016551	4237331064773336951	13172069201475920018
1	1	1	1493915016654	8878828325151169916	13172069201475920018
1	1	1	1493915016660	11840614708029431442	13172069201475920018
1	1	1	1493915016662	13340660697580136120	13172069201475920018
1	1	1	1493915016664	2636556111542793150	13172069201475920018
1	1	1	1493915016672	1874857814475608295	13172069201475920018
1	1	1	1493915016682	10354250474131609932	13172069201475920018
1	1	1	1493915016703	13171840241786718460	13172069201475920018
1	1	1	1493915016727	17495809769729953216	13172069201475920018
1	1	1	1493915016745	3188653217501372862	13172069201475920018
1	1	1	1493915016763	3357165528367806273	13172069201475920018
1	1	1	1493915016795	2306293516632017215	13172069201475920018
1	1	1	1493915018785	18366792803783431068	15160754414482942380
1	1	1	1493915027790	7175125114780964094	17135902344349584432
1	1	1	1493915031501	14551030199892263089	14592720592920166109
1	1	1	1493915033573	5620559686879898796	17814255145721341710
1	1	1	1493915035556	1477764694144534415	247738832825414770
1	1	1	1493915035562	2912395007609170358	247738832825414770
1	1	1	1493915035564	3357165528367806273	247738832825414770
1	1	1	1493915035641	6561622699157249362	247738832825414770
1	1	1	1493915035658	1477764694144534415	247738832825414770
1	1	1	1493915035670	2912395007609170358	247738832825414770
1	1	1	1493915035692	1477764694144534415	247738832825414770
1	1	1	1493915035706	1477764694144534415	247738832825414770
1	1	1	1493915035707	17207035804849283887	247738832825414770
1	1	1	1493915035725	4733667265989373534	247738832825414770
1	1	1	1493915041512	2912395007609170358	14295041786072834031
1	1	1	1493915041512	9661099637545881818	14295041786072834031
1	1	1	1493915041513	3247746943451267085	14295041786072834031
1	1	1	1493915041533	16051887458063369019	14295041786072834031
1	1	1	1493915041553	12526498124752180550	14295041786072834031
1	1	1	1493915041588	12526498124752180550	14295041786072834031
1	1	1	1493915041646	2414941635428745510	14295041786072834031
1	1	1	1493915041677	526158975789849323	14295041786072834031
1	1	1	1493915041693	3188653217501372862	14295041786072834031
1	1	1	1493915041708	3486781329418406887	14295041786072834031
1	1	1	1493915041762	17667242120279006042	14295041786072834031
1	1	1	1493915043500	17692629055980859056	67248021669840342
1	1	1	1493915043503	6128772998293150340	67248021669840342
1	1	1	1493915043520	4092956285796801029	5978931492787237638
1	1	1	1493915043520	9077615989125334657	5978931492787237638
1	1	1	1493915043527	11464297685141444301	67248021669840342
1	1	1	1493915043539	12236636630577615147	8219437446607050
1	1	1	1493915043552	8664718901548424607	67248021669840342
7	1	1	1493915043558	2306293516632017215	8219437446607050
1	1	1	1493915043560	6040234712716966397	67248021669840342
17.5	1	1	1493915043561	2912395007609170358	8219437446607050
1	1	1	1493915043585	6128772998293150340	5978931492787237638
1	1	1	1493915043588	17785372225562572878	8219437446607050
1	1	1	1493915043595	2635133282250196349	5978931492787237638
1	1	1	1493915043599	12074464320850218373	67248021669840342
1	1	1	1493915043604	4969518460496101121	8219437446607050
5.5	1	1	1493915043609	4061834014911554768	8219437446607050
1	1	1	1493915043612	2635133282250196349	67248021669840342
1	1	1	1493915043615	8991658466653219165	67248021669840342
1	1	1	1493915043630	14634065541911804265	5978931492787237638
26.5	1	1	1493915043631	2665815103940912083	8219437446607050
5.5	1	1	1493915043639	4092956285796801029	8219437446607050
1	1	1	1493915043643	7255543177891735343	5978931492787237638
1	1	1	1493915043662	17182751344479566837	67248021669840342
1	1	1	1493915043685	16051887458063369019	67248021669840342
13	1	1	1493915043686	8664718901548424607	8219437446607050
1	1	1	1493915043687	18277155309485317777	67248021669840342
1	1	1	1493915043688	15596424514926685300	67248021669840342
1	1	1	1493915043699	16771261982271327277	8219437446607050
1	1	1	1493915043713	16051887458063369019	5978931492787237638
20.5	1	1	1493915043726	10469879042194243070	8219437446607050
1	1	1	1493915043738	8486756224156356231	67248021669840342
1	1	1	1493915043743	2306293516632017215	67248021669840342
1	1	1	1493915043757	13433782761578058251	67248021669840342
1	1	1	1493915043786	3188653217501372862	5978931492787237638
1	1	1	1493915043790	6409821024638183003	67248021669840342
4	1	1	1493915045525	7018116888458296324	11622019677981996616
20.5	1	1	1493915045526	10469879042194243070	11622019677981996616
4	1	1	1493915045544	8713501508307098951	11622019677981996616
5.5	1	1	1493915045571	10693896803514645228	11622019677981996616
7	1	1	1493915045589	13694654484581775357	11622019677981996616
7	1	1	1493915045625	2306293516632017215	11622019677981996616
7	1	1	1493915045671	13303196884855093814	11622019677981996616
2.5	1	1	1493915045728	3357165528367806273	11622019677981996616
2.5	1	1	1493915045729	17495809769729953216	11622019677981996616
7	1	1	1493915045731	4165132050234239758	11622019677981996616
4	1	1	1493915045756	17686479970923606440	11622019677981996616
2.5	1	1	1493915045759	2777406936536698463	11622019677981996616
4	1	1	1493915045781	18366792803783431068	11622019677981996616
32.5	1	1	1493915045787	11464297685141444301	11622019677981996616
4	1	1	1493915045788	15089587515237390326	11622019677981996616
7	1	1	1493915049542	1874857814475608295	2093176538205333077
7	1	1	1493915049588	4165132050234239758	2093176538205333077
8.5	1	1	1493915049616	16270325575650130306	2093176538205333077
2.5	1	1	1493915049644	6363280290994730787	2093176538205333077
8.5	1	1	1493915049762	16270325575650130306	2093176538205333077
1	1	1	1493915051530	5748182801597155516	7454928570942668539
1	1	1	1493915051656	14763243817905105918	7454928570942668539
1	1	1	1493915051671	3090357018464442228	7454928570942668539
5.5	1	1	1493915051710	4061834014911554768	7454928570942668539
1	1	1	1493915053705	5192968964289268501	6607587962118885711
1	1	1	1493915054521	5192968964289268501	519267184170599530
1	1	1	1493915054787	205746511889938891	519267184170599530
1	1	1	1493915054796	5449062665995627703	519267184170599530
1	1	1	1493915057534	438027866392819997	8253911550420672433
1	1	1	1493915057539	2777406936536698463	8253911550420672433
1	1	1	1493915057578	6363280290994730787	8253911550420672433
1	1	1	1493915057580	6484761099978166748	8253911550420672433
1	1	1	1493915057637	438027866392819997	8253911550420672433
1	1	1	1493915057651	13303196884855093814	8253911550420672433
1	1	1	1493915057704	11464297685141444301	8253911550420672433
1	1	1	1493915057800	16781873755504612959	8253911550420672433
2.5	1	1	1493915058505	11127954235779800778	13309831545317754135
10	1	1	1493915058511	2863433269505777851	14053152665944817033
4	1	1	1493915058519	8713501508307098951	14053152665944817033
1	1	1	1493915058531	4237331064773336951	14053152665944817033
1	1	1	1493915058532	14060070121966535799	13309831545317754135
11.5	1	1	1493915058574	6128772998293150340	14053152665944817033
2.5	1	1	1493915058586	7544290973015771269	14053152665944817033
1	1	1	1493915058613	14743072318494292882	13309831545317754135
8.5	1	1	1493915058626	10758234594700787265	14053152665944817033
1	1	1	1493915058678	13673455361735984405	13309831545317754135
8.5	1	1	1493915058727	1330489485408209501	13309831545317754135
7	1	1	1493915058734	9849552495916499153	13309831545317754135
1	1	1	1493915058753	15502105708689536654	14053152665944817033
1	1	1	1493915058773	13572258837821796633	13309831545317754135
1	1	1	1493915058775	15502105708689536654	14053152665944817033
7	1	1	1493915058794	13303196884855093814	14053152665944817033
1	1	1	1493915059529	11514123232483285001	10256467642463893084
13	1	1	1493915059553	8664718901548424607	10256467642463893084
8.5	1	1	1493915059628	1330489485408209501	10256467642463893084
14.5	1	1	1493915059748	16651615938943737748	10256467642463893084
1	1	1	1493915059773	4459471660172600348	10256467642463893084
1	1	1	1493915060518	6118351611368807092	12865777954617138183
1	1	1	1493915060546	14949130648435794949	402366830590380679
1	1	1	1493915060572	11840614708029431442	402366830590380679
19	1	1	1493915063511	15796853369399358206	4210107276579058546
17.5	1	1	1493915063531	9544145203823252426	4210107276579058546
13	1	1	1493915063547	15956726271168250188	4210107276579058546
13	1	1	1493915063559	8664718901548424607	4210107276579058546
7	1	1	1493915063627	13303196884855093814	4210107276579058546
8.5	1	1	1493915063649	9509178286244321665	4210107276579058546
2.5	1	1	1493915063698	2777406936536698463	4210107276579058546
4	1	1	1493915063787	12074464320850218373	4210107276579058546
1	1	1	1493915064504	12995894380866614245	2078712661038356466
1	1	1	1493915064506	4092956285796801029	2078712661038356466
1	1	1	1493915064671	8991658466653219165	2078712661038356466
1	1	1	1493915064679	5685791559122047194	2078712661038356466
1	1	1	1493915064692	2080592934154511809	2078712661038356466
1	1	1	1493915064795	750892775438072489	2078712661038356466
1	1	1	1493915066633	10492669715296545388	9767311992537853454
1	1	1	1493915066774	1330489485408209501	9767311992537853454
1	1	1	1493915070569	16270325575650130306	11408887126764775500
4	1	1	1493915072544	4770413909729881649	18169228581203564259
1	1	1	1493915072593	13482519209474358500	18169228581203564259
11.5	1	1	1493915072659	13630247288914428137	18169228581203564259
1	1	1	1493915072661	17692629055980859056	18169228581203564259
1	1	1	1493915072736	7725702352681019198	18169228581203564259
5.5	1	1	1493915072751	7887512635154789052	18169228581203564259
1	1	1	1493915072769	15502105708689536654	18169228581203564259
10	1	1	1493915075508	9077615989125334657	15973693436220827076
7	1	1	1493915075539	2306293516632017215	15973693436220827076
2.5	1	1	1493915075583	10611007961394538213	15973693436220827076
5.5	1	1	1493915075602	2183882076818627552	15973693436220827076
8.5	1	1	1493915075608	16270325575650130306	15973693436220827076
17.5	1	1	1493915075626	2912395007609170358	15973693436220827076
1	1	1	1493915075650	5770711666981208091	15973693436220827076
5.5	1	1	1493915075663	10693896803514645228	15973693436220827076
1	1	1	1493915075668	6363280290994730787	15973693436220827076
1	1	1	1493915075690	9661099637545881818	15973693436220827076
13	1	1	1493915075708	8664718901548424607	15973693436220827076
5.5	1	1	1493915075713	14475392532262432119	15973693436220827076
1	1	1	1493915075720	9661099637545881818	15973693436220827076
7	1	1	1493915075765	4165132050234239758	15973693436220827076
17.5	1	1	1493915075769	9544145203823252426	15973693436220827076
1	1	1	1493915075771	10323685754356465240	15973693436220827076
8.5	1	1	1493915075772	4862919415890873448	15973693436220827076
8.5	1	1	1493915075776	10758234594700787265	15973693436220827076
19	1	1	1493915076654	15796853369399358206	6551138253013862177
1	1	1	1493915080506	13303196884855093814	17927077252006245682
1	1	1	1493915080511	14060070121966535799	17927077252006245682
1	1	1	1493915080515	2306293516632017215	17927077252006245682
1	1	1	1493915080533	13433782761578058251	17927077252006245682
1	1	1	1493915080542	17475901598811378698	17927077252006245682
1	1	1	1493915080542	8991658466653219165	17927077252006245682
5.5	1	1	1493915080570	16498851953306122704	17683132224429465663
1	1	1	1493915080581	16051887458063369019	17927077252006245682
1	1	1	1493915080602	13433782761578058251	17927077252006245682
1	1	1	1493915080603	6040234712716966397	17927077252006245682
1	1	1	1493915080617	9770110817929854883	17927077252006245682
1	1	1	1493915080640	6363280290994730787	17927077252006245682
1	1	1	1493915080724	6170152359000037503	17927077252006245682
1	1	1	1493915080729	14475392532262432119	17927077252006245682
1	1	1	1493915080740	13171840241786718460	17683132224429465663
1	1	1	1493915080758	15956726271168250188	17927077252006245682
1	1	1	1493915080762	14124193195459634995	17927077252006245682
1	1	1	1493915080764	17927186565659586310	17927077252006245682
1	1	1	1493915080794	11982065865359330002	17927077252006245682
1	1	1	1493915086620	8896229822258699375	4751897424417467933
1	1	1	1493915087510	14301880009343272377	588379381447452936
4	1	1	1493915087529	6409821024638183003	240523016957526518
1	1	1	1493915087530	7935420102015855551	588379381447452936
1	1	1	1493915087531	7255543177891735343	588379381447452936
1	1	1	1493915087540	4969518460496101121	588379381447452936
1	1	1	1493915087554	8713501508307098951	588379381447452936
32.5	1	1	1493915087565	11464297685141444301	240523016957526518
17.5	1	1	1493915087592	9544145203823252426	240523016957526518
1	1	1	1493915087651	9544145203823252426	588379381447452936
1	1	1	1493915087676	10469879042194243070	588379381447452936
1	1	1	1493915087678	4969518460496101121	588379381447452936
1	1	1	1493915087747	17182751344479566837	588379381447452936
26.5	1	1	1493915087776	2665815103940912083	240523016957526518
1	1	1	1493915089511	3054879351439382847	11571467162416739549
1	1	1	1493915089522	12236636630577615147	11571467162416739549
1	1	1	1493915089526	9770110817929854883	11571467162416739549
1	1	1	1493915089539	3054879351439382847	11571467162416739549
1	1	1	1493915089545	8664718901548424607	11571467162416739549
1	1	1	1493915089560	13171840241786718460	11571467162416739549
1	1	1	1493915089564	2983075982857941610	11571467162416739549
1	1	1	1493915089581	526158975789849323	11571467162416739549
1	1	1	1493915089628	17495809769729953216	11571467162416739549
1	1	1	1493915089658	17686479970923606440	11571467162416739549
1	1	1	1493915089710	17182751344479566837	11571467162416739549
1	1	1	1493915089768	9005049657734687693	11571467162416739549
1	1	1	1493915091534	923401576471706278	11581210792138330654
