c_02	n_1	n_2	n_3	n_4	n_5	n_6	n_7	n_8	n_9
11291837646609460498	167.5	2.5	1	1	167.5	1	1	1	1
16595765401658759794	102286	274	30824.5	1597	23599	46268.5	335.5	1	1
11516963749791630478	127	2.5	1	1	127	1	1	1	1
8110226280741415107	2384.5	10	1	1	890.5	1495	1	1	1
4840151819317843991	1	1	1	1	1	1	1	1	1
4106876529146108285	1	1	1	1	1	1	1	1	1
13357464982761857550	47482	29.5	38695	2951.5	1	5837.5	2372.5	1	1
14589642357617572378	1	1	1	1	1	1	1	1	1
12546939903757418105	15908.5	16	15908.5	1	1	1	2.5	1	1
18379235007581869325	1	1	1	1	1	1	1	1	1
8628272486751896831	1	1	1	1	1	1	1	1	1
2722472161043641476	60887.5	35.5	1	416.5	30208	30265	1145.5	1	1
13527471021708520678	18824.5	22	1859.5	1	15323.5	1643.5	47.5	1	1
16988648477641948542	151086	283	32995	25214.5	74153.5	18725.5	718	1	1
5248696386667783197	300364	146.5	101636	4904.5	84421	109405	3896.5	1	1
2845165325927073978	1	1	1	1	1	1	1	1	1
8336573485743896088	368.5	4	1	1	368.5	1	1	1	1
11995589497987823225	54421	64	1	24400	12533.5	17489.5	1082.5	1	1
17176947710912273392	3497.5	10	1	1	1	3497.5	133	1	1
9929056044142959226	18935.5	49	1	11902	7015	20.5	41.5	1	1
11635874660858310178	1	1	1	1	1	1	1	1	1
3478276700407291838	1	1	1	1	1	1	1	1	1
9387475958862859743	8882.5	14.5	1	1	7885	998.5	1	1	1
5198813364269593854	293.5	4	1	1	293.5	1	7	1	1
12698116452208282141	1	1	1	1	1	1	1	1	1
2899741242812921018	1	1	1	1	1	1	1	1	1
8665946227849573343	1	1	1	1	1	1	1	1	1
8073242825142729003	23039.5	22	14.5	1	10603	12424	971.5	1	1
2664950742279869490	54071.5	65.5	19630	287.5	7235.5	26921.5	2452	1	1
17211724746239047903	676	8.5	1	1	302.5	374.5	1	1	1
11457179057219732059	219452	376	1213	49127.5	72079	97036	1561	1	1
15204242703224409386	21572.5	19	9322	683.5	3961	7609	646	1	1
8574198171767044372	2432.5	4	352	1	2081.5	1	1	1	1
14286803312151840667	133400	34	1	1	64397.5	69004	898	1	1
10997588914018948278	1	1	1	1	1	1	1	1	1
1134658966998858070	1	1	1	1	1	1	1	1	1
10363145376208790630	4445.5	11.5	184	130	1	4133.5	1	1	1
18158746714564657098	1	1	1	1	1	1	1	1	1
4235239864019972730	1	1	1	1	1	1	1	1	1
2183758831798879382	2896	8.5	8.5	463	1622.5	805	91	1	1
12996579136513436807	1	1	1	1	1	1	1	1	1
7742895707817001526	1354	4	1	1	1	1354	2.5	1	1
17617345255060366740	1	1	1	1	1	1	1	1	1
5555738439582858461	1	1	1	1	1	1	1	1	1
6649096050211827592	1	1	1	1	1	1	1	1	1
11202267002174932128	52591	70	982	1643.5	28193.5	21775	596.5	1	1
5569105801829376736	61108	47.5	6596.5	25585	13333	15596.5	182.5	1	1
11033943574634963356	73829.5	26.5	1	60584.5	13246	1	3214	1	1
12135809609671506230	985	2.5	1	1	985	1	1	1	1
9849552495916499153	230198	179.5	52351	8851	33691	135308	815.5	1	1
8063384583237200049	1117	2.5	1117	1	1	1	1	1	1
11494545006027834841	1	1	1	1	1	1	1	1	1
3292745420794426373	548.5	4	1	445	104.5	1	1	1	1
4442021277209723145	5755	22	970	1	1	4786	1	1	1
11319411011678705243	34052.5	37	1	1178.5	12370	20506	85	1	1
9700905587285474678	1	1	1	1	1	1	1	1	1
4300927151777063370	1	1	1	1	1	1	1	1	1
2643083104528221101	1	1	1	1	1	1	1	1	1
15277079698157014222	1	1	1	1	1	1	1	1	1
2058984882610442094	2150.5	4	1	1	1	2150.5	1	1	1
3662822643180079202	9581.5	14.5	1	1	5510.5	4072	1	1	1
10392238821136882412	1	1	1	1	1	1	1	1	1
2539217282231202418	48106	7	3724	4418.5	1	39965.5	13	1	1
7326302535873255192	1270	5.5	760	230.5	1	281.5	1	1	1
16939532423577850346	1	1	1	1	1	1	1	1	1
6946861841145135526	1	1	1	1	1	1	1	1	1
16212571830582606286	1	1	1	1	1	1	1	1	1
16451839506572645954	1	1	1	1	1	1	1	1	1
1812824769727982721	1	1	1	1	1	1	1	1	1
7189815391960907919	1	1	1	1	1	1	1	1	1
10597852000488495602	1	1	1	1	1	1	1	1	1
3975682430976001330	535	2.5	1	1	1	535	1	1	1
13451547417800646948	433	2.5	1	1	433	1	1	1	1
12740521869987552055	1	1	1	1	1	1	1	1	1
10180277368038079923	24263.5	14.5	3581.5	4043.5	5741.5	10900	1	1	1
17447096915439395870	2252.5	20.5	1	1	112	2141.5	1	1	1
14296136238810562445	9197.5	23.5	1	1585	131.5	7483	1	1	1
5119641272607557040	45040	55	1	1	24451	20590	305.5	1	1
7900827320082374429	334	4	1	1	98.5	236.5	1	1	1
10416767354982107338	91	4	1	1	67	25	1	1	1
9739444591408594525	8164	47.5	98.5	257.5	1379.5	6431.5	67	1	1
5276585481357410032	2684.5	11.5	1712.5	1	394	580	23.5	1	1
41604428823913633	484632	122.5	1	59918.5	329156	95558.5	20885.5	1	1
2176218177362858563	8525.5	23.5	1	3289	3019	2219.5	53.5	1	1
18013656256139204220	1	1	1	1	1	1	1	1	1
7897160112825738813	1	1	1	1	1	1	1	1	1
15262211992113413438	1	1	1	1	1	1	1	1	1
6816698647609646579	1	1	1	1	1	1	1	1	1
6629355789880076362	1	1	1	1	1	1	1	1	1
7690488971193378973	1	1	1	1	1	1	1	1	1
16002490772311617060	2741.5	5.5	1	1	1	2741.5	1	1	1
11228387135400734712	1	1	1	1	1	1	1	1	1
13098785687184976155	1721.5	20.5	1	584.5	1052.5	86.5	1	1	1
10730985171958796083	36166	28	1	658	14543.5	20966.5	1039	1	1
16187500888580068292	10190.5	10	6197.5	1	2441.5	1553.5	1	1	1
2782726569433217235	1640.5	5.5	1	1	91	1550.5	1	1	1
3900464763080966005	343	2.5	1	1	343	1	1	1	1
7272944215056607157	1	1	1	1	1	1	1	1	1
13061168663512999893	20.5	2.5	1	1	1	20.5	1	1	1
5428599231605876050	27956.5	23.5	410.5	1	22531	5017	4	1	1
18295174865693885679	142568	26.5	1	25927	66640	50003.5	6785.5	1	1
158917584765897422	1	1	1	1	1	1	1	1	1
17462639611611871457	1	1	1	1	1	1	1	1	1
7200710437436605756	1	1	1	1	1	1	1	1	1
4790998513184908021	518.5	2.5	1	1	518.5	1	1	1	1
15141477100433852389	1	1	1	1	1	1	2.5	1	1
2259548552726202915	1	1	1	1	1	1	1	1	1
13175683832789006640	696420	86.5	23492.5	419.5	158677	513834	18193	1	1
11685733036740928694	33545.5	43	12491.5	950.5	17230	2876.5	499	1	1
4919726345511116186	38648.5	35.5	1	24920.5	10459	3271	214	1	1
9845456522565030227	14518	17.5	1	10085.5	1255	3179.5	359.5	1	1
4621305018784368295	1	1	1	1	1	1	1	1	1
15744341344680625943	1	1	1	1	1	1	1	1	1
10639502358705544176	1	1	1	1	1	1	1	1	1
9303240181121322770	1	1	1	1	1	1	1	1	1
5304816513694606230	1	1	1	1	1	1	1	1	1
2950409299389051749	1	1	1	1	1	1	1	1	1
6971131406673357418	1	1	1	1	1	1	1	1	1
762854572929414618	1	1	1	1	1	1	1	1	1
7146935131535559628	1582	7	1	53.5	1463.5	67	1	1	1
9500304851835807621	1	1	1	1	1	1	1	1	1
1419163941618091578	314.5	2.5	1	1	314.5	1	1	1	1
10231532112095574903	1	1	1	1	1	1	1	1	1
2509669593103310631	1	1	1	1	1	1	1	1	1
9460245505959166788	1	1	1	1	1	1	1	1	1
17927186565659586310	376848	211	70904.5	78686.5	84446.5	142813	901	1	1
11255429074638693818	1	1	1	1	1	1	1	1	1
16473834016527999021	428.5	8.5	1	1	428.5	1	23.5	1	1
12618088768240919128	1	1	1	1	1	1	1	1	1
15755516548693574783	115075	52	55733.5	6788.5	29977	22579	541	1	1
3776794217215612081	4799.5	29.5	1	2051.5	2272	478	7	1	1
2745995501856327612	477588	55	1	421	210193	266976	13375	1	1
16515473074361948914	623750	94	366358	6967	30718	219710	19429	1	1
11271188843388777478	3938.5	7	1	1700.5	1153	1087	1	1	1
12126603256531643529	6074.5	8.5	1	1279	4139.5	658	1	1	1
6898763867881012547	1	1	1	1	1	1	1	1	1
12403696085892813048	1	1	1	1	1	1	1	1	1
11747002872894917585	1208.5	4	1	1	1208.5	1	1	1	1
6748133302838832138	420424	115	18946	1	53279.5	348200	8246.5	1	1
16148695082677885271	50044	38.5	28021	1	3404.5	18620.5	416.5	1	1
11814901716760113537	1	1	1	1	1	1	1	1	1
14621983265444172205	1	1	1	1	1	1	1	1	1
14394735421832980549	2245	2.5	1	1	2245	1	1	1	1
15344945318570922608	1	1	1	1	1	1	1	1	1
15576878831536065119	1	1	1	1	1	1	1	1	1
18434926840835151956	1	1	1	1	1	1	1	1	1
8771972710912656469	5327.5	2.5	76	1	1	5252.5	1	1	1
5104270233122605718	1	1	1	1	1	1	1	1	1
1694875569502225298	1	1	1	1	1	1	1	1	1
15743915428666492829	1	1	1	1	1	1	1	1	1
51857555839969074	5204.5	5.5	1	1	5204.5	1	1	1	1
1613074754220037605	12905.5	26.5	1	3676	532	8699.5	104.5	1	1
131156750326632309	1	1	1	1	1	1	1	1	1
7065444256865783372	1	1	1	1	1	1	1	1	1
9572062020147126530	1	1	1	1	1	1	1	1	1
3699929353177889593	20399.5	5.5	1	1	20399.5	1	55	1	1
2939823304598691470	1	1	1	1	1	1	1	1	1
2064123097916008831	1	1	1	1	1	1	1	1	1
1803893782608824396	1	1	1	1	1	1	1	1	1
263649401443486619	1	1	1	1	1	1	1	1	1
18202794729776779537	750310	149.5	46064.5	193200	124801	386248	22367.5	1	1
7211344051127828516	5617	16	1	2132.5	3485.5	1	8.5	1	1
15520331940260003004	1	1	1	1	1	1	1	1	1
17121373956694799309	1	1	1	1	1	1	1	1	1
11586049597387470058	22393	17.5	1	8216.5	4280.5	9898	22	1	1
15384990676429147592	1	1	1	1	1	1	1	1	1
7649214535440254157	1	1	1	1	1	1	1	1	1
2396730662526208465	26210.5	19	1	5831.5	4673.5	15707.5	433	1	1
6140147628637533662	1	1	1	1	1	1	1	1	1
7272134332763915083	1	1	1	1	1	1	1	1	1
16170988451528377677	1	1	1	1	1	1	1	1	1
15290023907441473377	1	1	1	1	1	1	1	1	1
1368046018775186508	1	1	1	1	1	1	1	1	1
655776300163011098	383028	79	844	45641.5	211338	125208	16568.5	1	1
15860749122392345293	7034.5	7	1	1	6406	629.5	335.5	1	1
2266962608925725860	1	1	1	1	1	1	1	1	1
14309237389768878251	3748	13	454	1	2500	796	8.5	1	1
15175508542889770113	1	1	1	1	1	1	1	1	1
2636960790174101285	8.5	2.5	1	1	8.5	1	1	1	1
10889376519393339412	17893	28	1264	253	4963	11416	79	1	1
13864803517854002167	259472	77.5	1	1	66196	193278	9112	1	1
194971276889796046	14818	23.5	1	469	1	14350	2.5	1	1
6230568023947396430	3718	8.5	1	2141.5	380.5	1198	53.5	1	1
9118424993621535017	1	1	1	1	1	1	1	1	1
901346673068040004	71404	59.5	1096	283	10481.5	59546.5	1	1	1
15551858957926197472	10	2.5	1	10	1	1	1	1	1
17070087042111591978	592	11.5	50.5	1	1	542.5	1	1	1
12341452218481665438	139	4	1	92.5	47.5	1	1	1	1
15408444236104520168	17873.5	13	1	1	16277.5	1597	1	1	1
3748734033270315124	5840.5	7	1	1309	4501	32.5	4	1	1
1317853512708759954	970766	266.5	295586	130598	245534	299050	26911	1	1
5175815403571683059	377494	128.5	37475.5	40106.5	126607	173308	3737.5	1	1
5830198636512651370	1	1	1	1	1	1	1	1	1
10850944206917492210	1	1	1	1	1	1	1	1	1
8486876586452341416	1	1	1	1	1	1	1	1	1
2287361986568117279	25321	11.5	20419	1949.5	1	2954.5	155.5	1	1
16651247926297694127	1	1	1	1	1	1	1	1	1
8752473809029328706	1	1	1	1	1	1	1	1	1
2737478053442120134	17887	22	1	2971	14917	1	46	1	1
9031177767996732719	2140	5.5	113.5	1	1	2027.5	1	1	1
17974720582934748065	130999	47.5	11563	3230.5	17431	98777.5	3757	1	1
14146074385590603912	1	1	1	1	1	1	1	1	1
14027083873873425295	6247	7	1	1	6247	1	1	1	1
8621947755861843455	55882	58	49807	3125.5	445	2507.5	614.5	1	1
11063409040963730209	1	1	1	1	1	1	1	1	1
11334048825828396735	1	1	1	1	1	1	1	1	1
12183756259574894176	1	1	1	1	1	1	1	1	1
4895410992164902593	1	1	1	1	1	1	1	1	1
14471041888659269951	10202.5	19	928	1	1	9275.5	185.5	1	1
11501349064507481272	205	2.5	1	1	1	205	1	1	1
3408786881363030550	105178	79	6014.5	4313.5	47387.5	47465.5	3530.5	1	1
5886029835940226114	18445	41.5	1	8140	7180	3127	68.5	1	1
12312904813999095450	17023	44.5	2054.5	1135	9785.5	4051	1	1	1
1114260929178336254	1	1	1	1	1	1	1	1	1
16880793607365776117	1	1	1	1	1	1	1	1	1
16333730968742326014	10903	19	10018	1	583	304	2.5	1	1
14515001764022618444	8029	22	4553.5	1	3121	356.5	251.5	1	1
11433303235541981305	1	1	1	1	1	1	1	1	1
2217546599100987573	613	2.5	1	1	613	1	1	1	1
557215271984444983	1	1	1	1	1	1	1	1	1
14093052891160286798	436957	203.5	27940	115708	83699.5	209612	11291.5	1	1
11305673286664112455	24779.5	43	6689.5	1747	7636	8710	104.5	1	1
8016740801768478943	34057	83.5	7294	12437.5	3541	10787.5	281.5	1	1
652305989997498619	1	1	1	1	1	1	1	1	1
10763629430123597820	1	1	1	1	1	1	1	1	1
6841105307835059643	1	1	1	1	1	1	1	1	1
4067147999745576258	1	1	1	1	1	1	1	1	1
7398185642222504681	1	1	1	1	1	1	1	1	1
7987256423837876614	6628	22	266.5	517	712	5135.5	203.5	1	1
4178740482771177943	1	1	1	1	1	1	1	1	1
6091327024319563968	45731.5	37	1655.5	19886.5	1096	23096.5	1	1	1
11062747784419871394	1	1	1	1	1	1	1	1	1
10368557085907567608	1	1	1	1	1	1	1	1	1
1843541001409967144	1	1	1	1	1	1	1	1	1
14520247893994085283	929.5	2.5	1	1	1	929.5	1	1	1
10392827824775611378	306763	55	91151.5	1	36956.5	178657	8683	1	1
2673718435219389177	1	1	1	1	1	1	1	1	1
9171297755293640417	1	1	1	1	1	1	1	1	1
4459171913183919929	4822	4	710.5	1	1366	2747.5	187	1	1
12246569726970266594	217254	244	1157.5	38444.5	77761	99893.5	364	1	1
12940735533018330509	1	1	1	1	1	1	1	1	1
805755588489409138	1	1	1	1	1	1	1	1	1
9276217168483884451	39764.5	38.5	30464.5	9301	1	1	1697.5	1	1
10728897108226698822	4358.5	11.5	934	1627	976	824.5	16	1	1
3045850563487046789	250	2.5	1	250	1	1	1	1	1
5294531626644392056	17506	25	643	1	13646.5	3218.5	107.5	1	1
3431862253129417048	587.5	10	1	121	1	467.5	1	1	1
7376397882926561610	1	1	1	1	1	1	1	1	1
7881352090558871232	1	1	1	1	1	1	1	1	1
16054325483323188180	1	1	1	1	1	1	1	1	1
17995488548187709429	1	1	1	1	1	1	1	1	1
7253110042382141218	1	1	1	1	1	1	1	1	1
5055896071037368815	1	1	1	1	1	1	1	1	1
7802263007647890103	1612	2.5	1	1	1612	1	1	1	1
8761702944041083934	103054	118	1964.5	32774.5	28777	39541	608.5	1	1
5163937860917402615	107574	50.5	46	17060.5	59156.5	31313.5	3913	1	1
9078426922303889478	117848	65.5	49678	1	2996.5	65176	823	1	1
13602619323054397298	36106	101.5	2348.5	13966	11816.5	7978	247	1	1
6983342660122578145	104558	52	1	12574	53602	38384.5	404.5	1	1
3544111544018248467	30541	13	12083.5	1192	4841.5	12427	110.5	1	1
10650226549235847819	1559.5	7	1	224.5	1336	1	1	1	1
10581919929174446418	1	1	1	1	1	1	1	1	1
7089854182003907355	16049.5	49	7117	89.5	670	8176	218.5	1	1
18076773010445830780	8756.5	14.5	1	52	2248	6458.5	1	1	1
16060654792768992742	1	1	1	1	1	1	1	1	1
6547619119205493529	1	1	1	1	1	1	1	1	1
6385630333231925121	43574.5	46	10919.5	9493	13817.5	9347.5	1	1	1
329486165967665240	521.5	2.5	1	1	1	521.5	1	1	1
14105402305277727696	1	1	1	1	1	1	1	1	1
16342700204844467990	38662	94	1495	11848	11542	13780	139	1	1
2812966505388552945	2351.5	8.5	85	1	2267.5	1	1	1	1
12659309212244910461	86071	97	22183	6035.5	25612	32243.5	1283.5	1	1
9995919847972009672	1	1	1	1	1	1	1	1	1
15652966876731294121	1	1	1	1	1	1	1	1	1
17710592954708957560	1	1	1	1	1	1	1	1	1
10220647465156007646	1469.5	2.5	1469.5	1	1	1	14.5	1	1
8537602227631218789	4538.5	8.5	1	994	1	3545.5	1	1	1
5468374873971436982	291667	421	97057	93230.5	65051.5	36331	1346.5	1	1
11827758558862332855	26279.5	23.5	1	1	12694	13586.5	8.5	1	1
15358077242744642367	321208	107.5	165824	100	27260.5	128026	3647.5	1	1
7699180870468328939	1	1	1	1	1	1	1	1	1
8392761418401932463	1	1	1	1	1	1	1	1	1
16205172728486158076	1	1	1	1	1	1	1	1	1
9010974275587106589	1	1	1	1	1	1	1	1	1
599150259019335406	1	1	1	1	1	1	1	1	1
4961861018208345599	427258	50.5	1	19790.5	295123	112346	8254	1	1
16746169076845986519	25759	8.5	18919	1	1222	5620	2.5	1	1
14187689796398567151	3121	4	208	1	1	2914	175	1	1
3821286846740486790	1	1	1	1	1	1	1	1	1
11376345691181874764	33548.5	71.5	91	7304.5	24593.5	1562.5	227.5	1	1
16679004266951379848	118663	34	1	1	5174.5	113490	1478.5	1	1
12490416102441628862	8519.5	11.5	1379.5	1	40	7102	2.5	1	1
12650683956991590697	36529	44.5	1	11995	17902	6634	146.5	1	1
15207273308799165759	1	1	1	1	1	1	1	1	1
5845704562744423571	1	1	1	1	1	1	1	1	1
6559450671606233148	323.5	4	1	50.5	274	1	1	1	1
6029739271516410597	5801.5	10	1	1	4321	1481.5	1	1	1
8318871424623513859	1	1	1	1	1	1	1	1	1
8843589116378537647	1	1	1	1	1	1	1	1	1
3128753905020277167	1	1	1	1	1	1	1	1	1
14647119905997227301	1	1	1	1	1	1	1	1	1
6767014557637392745	1	1	1	1	1	1	1	1	1
15531061098326577399	1	1	1	1	1	1	1	1	1
15569666779988624350	5930.5	5.5	1	1	1	5930.5	1	1	1
10077851181247098196	122462	49	69500.5	28366	3520	21079	403	1	1
6738509953104391582	1	1	1	1	1	1	1	1	1
12162835941252840784	428.5	2.5	1	1	1	428.5	1	1	1
39314481801791046	9517	26.5	4037.5	1436.5	569.5	3476.5	1	1	1
17768967545980711173	133	4	19	1	1	115	1	1	1
7630457039372151508	64979.5	49	1	3323.5	27554.5	34103.5	148	1	1
12079186013151641943	1	1	1	1	1	1	1	1	1
15215464444205849928	1	1	1	1	1	1	1	1	1
6543866720342635394	1	1	1	1	1	1	1	1	1
7743639300569250844	9125.5	22	5239	1	184	3704.5	1	1	1
283306571939480881	1	1	1	1	1	1	1	1	1
5213232340353238305	1	1	1	1	1	1	1	1	1
12430165112427807760	77447.5	16	1	1	1	77447.5	1192	1	1
6617883355859804676	8195.5	16	7433.5	1	734.5	29.5	166	1	1
16619696895915957937	77.5	2.5	1	1	1	77.5	4	1	1
14854919061284277230	18317.5	46	1	1982.5	3790	12547	20.5	1	1
18394743577299853422	16555	14.5	1156	2401	3377.5	9623.5	115	1	1
1191421275491113660	1	1	1	1	1	1	1	1	1
18019894185807065835	1	1	1	1	1	1	1	1	1
7884486685931746253	1	1	1	1	1	1	1	1	1
6702012003744446913	1	1	1	1	1	1	1	1	1
14233390026754955976	1	1	1	1	1	1	1	1	1
9509178286244321665	807112	151	154993	42845.5	104588	504688	12193	1	1
1672632227356235456	1	1	1	1	1	1	1	1	1
4952654548850267884	8368	5.5	1	7967.5	401.5	1	1	1	1
5523000732632141407	1	1	1	1	1	1	1	1	1
12941409485734772909	1	1	1	1	1	1	1	1	1
14624300179769637490	44.5	2.5	1	1	1	44.5	1	1	1
18357563083084795203	249626	185.5	81103	70607.5	80200	17719	2087.5	1	1
491021817761711643	36835	49	16	1478.5	12779.5	22564	103	1	1
641946626098024842	16084	55	1576	236.5	3038.5	11236	1	1	1
4081364064071580931	1	1	1	1	1	1	1	1	1
1195500314969897167	1	1	1	1	1	1	1	1	1
13290404377124131249	1	1	1	1	1	1	1	1	1
8308064393361868225	68.5	2.5	1	1	1	68.5	1	1	1
18299339959784612363	1	1	1	1	1	1	1	1	1
14493902709827784747	1	1	1	1	1	1	1	1	1
15203211386399681807	1565.5	8.5	1	1	104.5	1462	4	1	1
2923581822505172608	58673.5	116.5	6953.5	17419	27523	6781	146.5	1	1
6874964753603512261	1	1	1	1	1	1	1	1	1
10530665291456401410	647245	115	1	53374	229615	364258	19732	1	1
6363435940888083487	1	1	1	1	1	1	1	1	1
4090925166068700582	12968.5	38.5	2143	407.5	3668.5	6752.5	13	1	1
17111871067250812746	20663.5	11.5	1	13946.5	6683.5	35.5	320.5	1	1
9293864499214384721	1	1	1	1	1	1	1	1	1
4755327323895331431	39335.5	67	1	736	21395.5	17206	100	1	1
3383840087037468058	80678.5	100	1	1426	18029.5	61225	652	1	1
10163559409320322887	1	1	1	1	1	1	1	1	1
17323208399438097841	4280.5	4	1	4108	1	173.5	1	1	1
7790572040464800918	1	1	1	1	1	1	1	1	1
5551208448942399429	1	1	1	1	1	1	1	1	1
8351580152600521570	1	1	1	1	1	1	1	1	1
12448160409772252957	16685.5	62.5	1	3380.5	5642.5	7664.5	62.5	1	1
2177390558946327180	1598.5	7	1	1	1	1598.5	1	1	1
14321180178194097129	1	1	1	1	1	1	1	1	1
10882851813455287557	1	1	1	1	1	1	1	1	1
9602113154205689035	32896	20.5	4175.5	281.5	7211.5	21230.5	53.5	1	1
6533556495187647291	10039	14.5	5837.5	1	1	4202.5	10	1	1
14722393172188735659	11869	25	493	1	8771.5	2606.5	2.5	1	1
18167805185080412778	1	1	1	1	1	1	1	1	1
4526757838745042714	1	1	1	1	1	1	1	1	1
3573880576116469241	110605	62.5	1	15629.5	38978.5	55999	2066.5	1	1
16199499139354816053	102415	64	18662.5	638.5	23023	60094	1642	1	1
15806578734002580473	1	1	1	1	1	1	1	1	1
7802756641467098947	1	1	1	1	1	1	1	1	1
7355387505301164077	8290	5.5	508	1	1	7783	152.5	1	1
57580403025156903	1	1	1	1	1	1	1	1	1
11120459970850660695	2630.5	2.5	2630.5	1	1	1	115	1	1
6574920670394138777	196	2.5	1	1	196	1	1	1	1
5571672657903278419	1687	7	1	1	1	1687	1	1	1
13353834896916660327	14639.5	8.5	889	1	3689.5	10063	1	1	1
15469585505670671652	1	1	1	1	1	1	1	1	1
1142578528384829519	1	1	1	1	1	1	1	1	1
12307382574615582344	1	1	1	1	1	1	1	1	1
14928814864152078683	1	1	1	1	1	1	1	1	1
10725972699300636289	1	1	1	1	1	1	1	1	1
3867371903075952598	1	1	1	1	1	1	1	1	1
6744361185905975851	1	1	1	1	1	1	1	1	1
12758971742306935629	1	1	1	1	1	1	1	1	1
4519024789038867302	11050	26.5	1	1	4979.5	6071.5	74.5	1	1
2175656801453447177	28880.5	22	3239.5	2519.5	7469.5	15655	112	1	1
7691830759741724794	1	1	1	1	1	1	1	1	1
9766782756256972716	1	1	1	1	1	1	1	1	1
8808350682620381510	1	1	1	1	1	1	1	1	1
2929995366829233039	1	1	1	1	1	1	1	1	1
1637490887207005740	72946	49	1	29506	33757	9685	3494.5	1	1
12891573326984465647	50201.5	26.5	1	19363	15877	14963.5	26.5	1	1
8230981636224499864	128138	113.5	38687.5	37267	23348.5	28838.5	188.5	1	1
15575886571915844684	1	1	1	1	1	1	1	1	1
12292507595524000745	1	1	1	1	1	1	1	1	1
4317857349934245218	8164	17.5	269.5	1	2927.5	4969	20.5	1	1
316704931033926969	171598	61	83326	1	14452	73822	7258	1	1
11863070132297767655	10291	10	1	2197	4154.5	3941.5	19	1	1
9734117098627453680	1	1	1	1	1	1	1	1	1
8207690848562291842	1	1	1	1	1	1	1	1	1
17293289740706605698	1	1	1	1	1	1	1	1	1
2681129319823333355	47099.5	40	1	27703	17455	1943.5	104.5	1	1
3596096066736098876	1	1	1	1	1	1	1	1	1
10486840448309337121	69832	71.5	1	25684	35609.5	8540.5	128.5	1	1
16057591436658643223	446.5	4	1	446.5	1	1	1	1	1
11430400257957645994	195522	104.5	1	3982	61690	129852	4793.5	1	1
15025547985741496590	1	1	1	1	1	1	1	1	1
8342372083276145862	87986.5	76	35915.5	6470.5	17798.5	27805	1300	1	1
201028091147692583	1	1	1	1	1	1	1	1	1
6553523851106258460	1	1	1	1	1	1	1	1	1
11386985874481751884	1	1	1	1	1	1	1	1	1
7121259349380336525	39098.5	49	8398	3598	16807	10298.5	74.5	1	1
9059086027744988061	659.5	4	1	1	659.5	1	1	1	1
15538366552518770772	12068.5	25	1	4778.5	922	6370	389.5	1	1
3642494032490722414	6344.5	8.5	1	1	1	6344.5	1	1	1
10977229861600585257	43255	50.5	25699	6784	2573.5	8201.5	26.5	1	1
16226025395721564003	78199	41.5	4250.5	11264.5	47314	15373	412	1	1
6017285027080893445	1891	4	1	1	1891	1	19	1	1
1702409102523990993	6178	8.5	1	1	1	6178	1	1	1
4679676231116215539	109066	40	1	4903	55328.5	48836.5	481	1	1
4644551383066763547	1	1	1	1	1	1	1	1	1
9010599618485218729	841532	95.5	128106	14204.5	191896	507330	46318	1	1
9040503651522420111	10421.5	17.5	1	4817.5	1	5605	155.5	1	1
16891914436168969350	1	1	1	1	1	1	1	1	1
15005624512780815761	25	2.5	1	1	1	25	1	1	1
6885506803536067491	47735.5	38.5	1	4441	9019	34277.5	278.5	1	1
15203621899344357957	1	1	1	1	1	1	1	1	1
7418984740762639235	13796.5	16	1	6890.5	6172	736	1	1	1
13039443388421781217	1433.5	8.5	1258	176.5	1	1	7	1	1
13816935409388301821	1	1	1	1	1	1	1	1	1
913457900551672717	1	1	1	1	1	1	1	1	1
6027093346594388860	254539	80.5	123668	1	12277	118596	9184	1	1
13818954638812655623	1	1	1	1	1	1	1	1	1
11126016132074824619	3482.5	11.5	2615.5	244	625	1	1	1	1
13229999147752793998	8560	16	1	1	244	8317	1	1	1
8521635579965120207	1	1	1	1	1	1	1	1	1
3129654871043350082	1	1	1	1	1	1	1	1	1
3936743464200837442	79000	158.5	31691.5	20341	14917	12053.5	674.5	1	1
14995668473827587287	29.5	2.5	1	1	29.5	1	1	1	1
2805228207901132594	14.5	2.5	1	1	1	14.5	1	1	1
6650285106940027853	1	1	1	1	1	1	1	1	1
12720539486640741142	1	1	1	1	1	1	1	1	1
16062440299260105583	1	1	1	1	1	1	1	1	1
18231991519334094520	1	1	1	1	1	1	1	1	1
13038038235544244319	1	1	1	1	1	1	1	1	1
1626056485634643230	6823	4	1	1	1	6823	1	1	1
743978384751392225	5629	22	1	1	1103.5	4526.5	1	1	1
10735867195791675998	1612	14.5	1	1	376	1237	1	1	1
9403222186640519770	1	1	1	1	1	1	1	1	1
3794105481540290402	1	1	1	1	1	1	1	1	1
2431639242306105997	22784.5	8.5	739	1	22046.5	1	1	1	1
14660019741919913909	72742	67	4381	10084	34082.5	24197.5	337	1	1
14673011600350277	1	1	1	1	1	1	1	1	1
8239711356530631610	125389	58	20302	4558	1819	98713	610	1	1
14807527937189970407	4361.5	10	1	1796.5	764.5	1802.5	1	1	1
5916511511417459177	1	1	1	1	1	1	1	1	1
379829318011171518	250783	148	946	1	22271.5	227568	7924	1	1
3430049886520147312	1	1	1	1	1	1	1	1	1
1745792359676279022	1	1	1	1	1	1	1	1	1
5895376851734263549	1	1	1	1	1	1	1	1	1
5792699537601630703	1	1	1	1	1	1	1	1	1
